package_nr,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,time_delta
33,258.9411926269531,249.48313903808594,-636.5646362304688,-0.6666667461395264,0.0,0
34,259.18243408203125,249.7060089111328,-636.5646362304688,-0.6666667461395264,0.0,250
35,259.4903564453125,249.93478393554688,-636.5646362304688,-0.6666667461395264,0.0,250
36,259.7023010253906,250.13963317871094,-636.5646362304688,-0.6666667461395264,0.0,250
37,259.88494873046875,250.32015991210938,-636.5646362304688,-0.6666667461395264,0.0,250
38,260.0933532714844,250.5068359375,-636.5646362304688,-0.6666667461395264,0.0,249
39,260.3205261230469,250.7100067138672,-636.5646362304688,-0.6666667461395264,0.0,250
40,260.60504150390625,250.92813110351562,-636.5646362304688,-0.6666667461395264,0.0,250
41,260.8064270019531,251.1442108154297,-636.5646362304688,-0.6666667461395264,0.0,250
42,260.87664794921875,251.3269500732422,-636.5646362304688,-0.6666667461395264,0.0,249
43,260.9726867675781,251.49217224121094,-636.5646362304688,-0.6666667461395264,0.0,250
44,261.2220764160156,251.67095947265625,-636.5646362304688,-0.6666667461395264,0.0,250
45,261.39422607421875,251.85342407226562,-636.5646362304688,-0.6666667461395264,0.0,250
46,261.56982421875,252.03195190429688,-636.5646362304688,-0.6666667461395264,0.0,249
47,261.68695068359375,252.1846923828125,-636.5646362304688,-0.6666667461395264,0.0,250
48,261.9105529785156,252.3145751953125,-636.5646362304688,-0.6666667461395264,0.0,250
49,262.0451965332031,252.43617248535156,-636.5646362304688,-0.6666667461395264,0.0,250
50,262.0147705078125,252.55218505859375,-636.5646362304688,-0.6666667461395264,0.0,250
51,262.25830078125,252.6619110107422,-636.5646362304688,-0.6666667461395264,0.0,249
52,262.52410888671875,252.76072692871094,-636.5646362304688,-0.6666667461395264,0.0,250
53,262.5943603515625,252.84068298339844,-636.5646362304688,-0.6666667461395264,0.0,250
54,262.8121337890625,252.89651489257812,-636.5646362304688,-0.6666667461395264,0.0,250
55,262.8753662109375,252.90956115722656,-636.5646362304688,-0.6666667461395264,0.0,250
56,262.89410400390625,252.8780517578125,-636.5646362304688,-0.6666667461395264,0.0,250
57,262.95733642578125,252.82540893554688,-636.5646362304688,-0.6666667461395264,0.0,250
58,263.0873107910156,252.7720184326172,-636.5646362304688,-0.6666667461395264,0.0,250
59,263.1048889160156,252.7112579345703,-636.5646362304688,-0.6666667461395264,0.0,266
60,263.2090759277344,252.63980102539062,-636.5646362304688,-0.6666667461395264,0.0,233
61,263.31915283203125,252.55776977539062,-636.5646362304688,-0.6666667461395264,0.0,250
62,263.4128112792969,252.4569091796875,-636.5646362304688,-0.6666667461395264,0.0,256
63,263.5299072265625,252.34432983398438,-636.5646362304688,-0.6666667461395264,0.0,243
0,263.4491271972656,252.24122619628906,-636.5646362304688,-0.6666667461395264,0.0,250
1,263.4128112792969,252.13433837890625,-636.5646362304688,-0.6666667461395264,0.0,249
2,263.3882141113281,251.97451782226562,-636.5646362304688,-0.6666667461395264,0.0,251
3,263.3905944824219,251.7550048828125,-636.5646362304688,-0.6666667461395264,0.0,250
4,263.3004150390625,251.5252227783203,-636.5646362304688,-0.6666667461395264,0.0,250
5,263.17510986328125,251.30906677246094,-636.5646362304688,-0.6666667461395264,0.0,250
6,263.1083984375,251.11856079101562,-636.5646362304688,-0.6666667461395264,0.0,249
7,263.1458435058594,250.93728637695312,-636.5646362304688,-0.6666667461395264,0.0,250
8,263.03814697265625,250.74172973632812,-636.5646362304688,-0.6666667461395264,0.0,250
9,263.0170593261719,250.52378845214844,-636.5646362304688,-0.6666667461395264,0.0,250
