package_nr,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,time_delta
61,103.8120346069336,15.089374542236328,-636.5646362304688,-0.6666667461395264,0.0,0
62,103.81555938720703,15.091663360595703,-636.5646362304688,-0.6666667461395264,0.0,250
63,103.7933120727539,15.091270446777344,-636.5646362304688,-0.6666667461395264,0.0,250
0,103.84483337402344,15.09082317352295,-636.5646362304688,-0.6666667461395264,0.0,250
1,103.80268096923828,15.089964866638184,-636.5646362304688,-0.6666667461395264,0.0,250
2,103.78512573242188,15.091503143310547,-636.5646362304688,-0.6666667461395264,0.0,250
3,103.80619812011719,15.095096588134766,-636.5646362304688,-0.6666667461395264,0.0,250
4,103.82141876220703,15.096992492675781,-636.5646362304688,-0.6666667461395264,0.0,250
5,103.79447937011719,15.094542503356934,-636.5646362304688,-0.6666667461395264,0.0,249
6,103.82960510253906,15.0954008102417,-636.5646362304688,-0.6666667461395264,0.0,250
7,103.80033874511719,15.09493637084961,-636.5646362304688,-0.6666667461395264,0.0,250
8,103.8612289428711,15.097225189208984,-636.5646362304688,-0.6666667461395264,0.0,250
9,103.81439971923828,15.098529815673828,-636.5646362304688,-0.6666667461395264,0.0,249
10,103.78277587890625,15.097689628601074,-636.5646362304688,-0.6666667461395264,0.0,250
11,103.79447937011719,15.09738540649414,-636.5646362304688,-0.6666667461395264,0.0,250
12,103.84483337402344,15.097975730895996,-636.5646362304688,-0.6666667461395264,0.0,250
13,103.81790924072266,15.097761154174805,-636.5646362304688,-0.6666667461395264,0.0,249
14,103.85770416259766,15.095096588134766,-636.5646362304688,-0.6666667461395264,0.0,250
15,103.82960510253906,15.09738540649414,-636.5646362304688,-0.6666667461395264,0.0,250
16,103.80854034423828,15.097618103027344,-636.5646362304688,-0.6666667461395264,0.0,250
17,103.80033874511719,15.09738540649414,-636.5646362304688,-0.6666667461395264,0.0,249
18,103.7933120727539,15.094327926635742,-636.5646362304688,-0.6666667461395264,0.0,250
19,103.7616958618164,15.093398094177246,-636.5646362304688,-0.6666667461395264,0.0,250
20,103.83195495605469,15.096240997314453,-636.5646362304688,-0.6666667461395264,0.0,250
21,103.7921371459961,15.094703674316406,-636.5646362304688,-0.6666667461395264,0.0,250
22,103.76522064208984,15.093183517456055,-636.5646362304688,-0.6666667461395264,0.0,250
23,103.7991714477539,15.094632148742676,-636.5646362304688,-0.6666667461395264,0.0,263
24,103.83195495605469,15.093952178955078,-636.5646362304688,-0.6666667461395264,0.0,236
25,103.87410736083984,15.09561538696289,-636.5646362304688,-0.6666667461395264,0.0,260
26,103.81439971923828,15.090429306030273,-636.5646362304688,-0.6666667461395264,0.0,240
27,103.8120346069336,15.091109275817871,-636.5646362304688,-0.6666667461395264,0.0,250
28,103.82141876220703,15.091663360595703,-636.5646362304688,-0.6666667461395264,0.0,250
29,103.84483337402344,15.089964866638184,-636.5646362304688,-0.6666667461395264,0.0,250
30,103.83430480957031,15.088373184204102,-636.5646362304688,-0.6666667461395264,0.0,251
31,103.8553695678711,15.087461471557617,-636.5646362304688,-0.6666667461395264,0.0,250
32,103.85304260253906,15.084707260131836,-636.5646362304688,-0.6666667461395264,0.0,250
33,103.8624038696289,15.083259582519531,-636.5646362304688,-0.6666667461395264,0.0,250
34,103.7933120727539,15.083259582519531,-636.5646362304688,-0.6666667461395264,0.0,249
35,103.81555938720703,15.086084365844727,-636.5646362304688,-0.6666667461395264,0.0,250
36,103.80268096923828,15.084939956665039,-636.5646362304688,-0.6666667461395264,0.0,250
37,103.7675552368164,15.084332466125488,-636.5646362304688,-0.6666667461395264,0.0,250
38,103.77691650390625,15.084171295166016,-636.5646362304688,-0.6666667461395264,0.0,249
39,103.8050308227539,15.081130981445312,-636.5646362304688,-0.6666667461395264,0.0,250
40,103.78630065917969,15.081596374511719,-636.5646362304688,-0.6666667461395264,0.0,250
41,103.7921371459961,15.080970764160156,-636.5646362304688,-0.6666667461395264,0.0,250
42,103.82141876220703,15.080738067626953,-636.5646362304688,-0.6666667461395264,0.0,250
43,103.85887908935547,15.079754829406738,-636.5646362304688,-0.6666667461395264,0.0,250
44,103.82844543457031,15.07907485961914,-636.5646362304688,-0.6666667461395264,0.0,250
45,103.81439971923828,15.080451965332031,-636.5646362304688,-0.6666667461395264,0.0,250
46,103.81790924072266,15.085101127624512,-636.5646362304688,-0.6666667461395264,0.0,250
47,103.86824798583984,15.081506729125977,-636.5646362304688,-0.6666667461395264,0.0,249
48,103.8272705078125,15.079450607299805,-636.5646362304688,-0.6666667461395264,0.0,259
49,103.82141876220703,15.081506729125977,-636.5646362304688,-0.6666667461395264,0.0,241
50,103.78512573242188,15.081954002380371,-636.5646362304688,-0.6666667461395264,0.0,250
51,103.8237533569336,15.083259582519531,-636.5646362304688,-0.6666667461395264,0.0,249
52,103.8050308227539,15.08578109741211,-636.5646362304688,-0.6666667461395264,0.0,249
53,103.7921371459961,15.084403991699219,-636.5646362304688,-0.6666667461395264,0.0,250
54,103.87293243408203,15.082508087158203,-636.5646362304688,-0.6666667461395264,0.0,250
55,103.8752670288086,15.082418441772461,-636.5646362304688,-0.6666667461395264,0.0,250
56,103.8354721069336,15.086084365844727,-636.5646362304688,-0.6666667461395264,0.0,250
57,103.79682922363281,15.085548400878906,-636.5646362304688,-0.6666667461395264,0.0,250
58,103.8354721069336,15.085172653198242,-636.5646362304688,-0.6666667461395264,0.0,250
59,103.82024383544922,15.084939956665039,-636.5646362304688,-0.6666667461395264,0.0,250
60,103.83430480957031,15.085941314697266,-636.5646362304688,-0.6666667461395264,0.0,250
61,103.80268096923828,15.088981628417969,-636.5646362304688,-0.6666667461395264,0.0,250
62,103.84600830078125,15.089893341064453,-636.5646362304688,-0.6666667461395264,0.0,250
63,103.84716796875,15.090518951416016,-636.5646362304688,-0.6666667461395264,0.0,250
0,103.82844543457031,15.09600830078125,-636.5646362304688,-0.6666667461395264,0.0,249
1,103.8050308227539,15.098136901855469,-636.5646362304688,-0.6666667461395264,0.0,250
2,103.85770416259766,15.097761154174805,-636.5646362304688,-0.6666667461395264,0.0,250
3,103.7921371459961,15.096831321716309,-636.5646362304688,-0.6666667461395264,0.0,250
4,103.82609558105469,15.098529815673828,-636.5646362304688,-0.6666667461395264,0.0,249
5,103.80970001220703,15.0954008102417,-636.5646362304688,-0.6666667461395264,0.0,250
6,103.7933120727539,15.0954008102417,-636.5646362304688,-0.6666667461395264,0.0,250
7,103.7757568359375,15.097689628601074,-636.5646362304688,-0.6666667461395264,0.0,250
8,103.8038558959961,15.097528457641602,-636.5646362304688,-0.6666667461395264,0.0,250
9,103.8038558959961,15.099584579467773,-636.5646362304688,-0.6666667461395264,0.0,250
10,103.78746032714844,15.103017807006836,-636.5646362304688,-0.6666667461395264,0.0,249
11,103.81673431396484,15.102947235107422,-636.5646362304688,-0.6666667461395264,0.0,249
12,103.8120346069336,15.099906921386719,-636.5646362304688,-0.6666667461395264,0.0,250
13,103.7933120727539,15.101051330566406,-636.5646362304688,-0.6666667461395264,0.0,249
14,103.8120346069336,15.099674224853516,-636.5646362304688,-0.6666667461395264,0.0,250
15,103.76873016357422,15.10019302368164,-636.5646362304688,-0.6666667461395264,0.0,250
16,103.75116729736328,15.099209785461426,-636.5646362304688,-0.6666667461395264,0.0,250
17,103.77458190917969,15.097975730895996,-636.5646362304688,-0.6666667461395264,0.0,249
18,103.84951782226562,15.098905563354492,-636.5646362304688,-0.6666667461395264,0.0,250
19,103.90220642089844,15.098834037780762,-636.5646362304688,-0.6666667461395264,0.0,250
20,103.84716796875,15.100354194641113,-636.5646362304688,-0.6666667461395264,0.0,250
21,103.7991714477539,15.097904205322266,-636.5646362304688,-0.6666667461395264,0.0,249
22,103.78630065917969,15.099906921386719,-636.5646362304688,-0.6666667461395264,0.0,250
23,103.77691650390625,15.095096588134766,-636.5646362304688,-0.6666667461395264,0.0,250
24,103.8038558959961,15.09493637084961,-636.5646362304688,-0.6666667461395264,0.0,250
25,103.81790924072266,15.094863891601562,-636.5646362304688,-0.6666667461395264,0.0,250
26,103.77926635742188,15.09547233581543,-636.5646362304688,-0.6666667461395264,0.0,261
27,103.77340698242188,15.091270446777344,-636.5646362304688,-0.6666667461395264,0.0,239
28,103.80033874511719,15.091896057128906,-636.5646362304688,-0.6666667461395264,0.0,250
29,103.84716796875,15.093183517456055,-636.5646362304688,-0.6666667461395264,0.0,250
30,103.84130859375,15.093791961669922,-636.5646362304688,-0.6666667461395264,0.0,250
31,103.82844543457031,15.092039108276367,-636.5646362304688,-0.6666667461395264,0.0,249
32,103.85304260253906,15.089750289916992,-636.5646362304688,-0.6666667461395264,0.0,251
33,103.80970001220703,15.087461471557617,-636.5646362304688,-0.6666667461395264,0.0,250
34,103.8237533569336,15.085101127624512,-636.5646362304688,-0.6666667461395264,0.0,249
35,103.81087493896484,15.084939956665039,-636.5646362304688,-0.6666667461395264,0.0,250
36,103.8237533569336,15.087389945983887,-636.5646362304688,-0.6666667461395264,0.0,250
37,103.82844543457031,15.085548400878906,-636.5646362304688,-0.6666667461395264,0.0,250
38,103.84600830078125,15.083259582519531,-636.5646362304688,-0.6666667461395264,0.0,250
39,103.80033874511719,15.084796905517578,-636.5646362304688,-0.6666667461395264,0.0,250
40,103.78630065917969,15.08173942565918,-636.5646362304688,-0.6666667461395264,0.0,250
41,103.75232696533203,15.078234672546387,-636.5646362304688,-0.6666667461395264,0.0,250
42,103.78160095214844,15.079307556152344,-636.5646362304688,-0.6666667461395264,0.0,250
43,103.7675552368164,15.084332466125488,-636.5646362304688,-0.6666667461395264,0.0,250
44,103.79682922363281,15.083098411560059,-636.5646362304688,-0.6666667461395264,0.0,250
45,103.81790924072266,15.080129623413086,-636.5646362304688,-0.6666667461395264,0.0,250
46,103.81790924072266,15.07730484008789,-636.5646362304688,-0.6666667461395264,0.0,250
47,103.81790924072266,15.078073501586914,-636.5646362304688,-0.6666667461395264,0.0,249
48,103.79682922363281,15.079379081726074,-636.5646362304688,-0.6666667461395264,0.0,250
49,103.7991714477539,15.079307556152344,-636.5646362304688,-0.6666667461395264,0.0,259
50,103.83781433105469,15.079450607299805,-636.5646362304688,-0.6666667461395264,0.0,241
51,103.8038558959961,15.07730484008789,-636.5646362304688,-0.6666667461395264,0.0,250
52,103.82141876220703,15.079826354980469,-636.5646362304688,-0.6666667461395264,0.0,249
53,103.80854034423828,15.080362319946289,-636.5646362304688,-0.6666667461395264,0.0,251
54,103.7979965209961,15.080899238586426,-636.5646362304688,-0.6666667461395264,0.0,250
55,103.82141876220703,15.084707260131836,-636.5646362304688,-0.6666667461395264,0.0,249
56,103.83781433105469,15.078914642333984,-636.5646362304688,-0.6666667461395264,0.0,250
57,103.80619812011719,15.079665184020996,-636.5646362304688,-0.6666667461395264,0.0,250
58,103.8354721069336,15.08173942565918,-636.5646362304688,-0.6666667461395264,0.0,250
59,103.8272705078125,15.085029602050781,-636.5646362304688,-0.6666667461395264,0.0,250
60,103.82141876220703,15.084242820739746,-636.5646362304688,-0.6666667461395264,0.0,249
61,103.8272705078125,15.085548400878906,-636.5646362304688,-0.6666667461395264,0.0,250
62,103.82141876220703,15.087085723876953,-636.5646362304688,-0.6666667461395264,0.0,250
63,103.78277587890625,15.088069915771484,-636.5646362304688,-0.6666667461395264,0.0,250
0,103.83430480957031,15.084636688232422,-636.5646362304688,-0.6666667461395264,0.0,249
1,103.79096984863281,15.086692810058594,-636.5646362304688,-0.6666667461395264,0.0,250
2,103.75116729736328,15.09089469909668,-636.5646362304688,-0.6666667461395264,0.0,250
3,103.82844543457031,15.092718124389648,-636.5646362304688,-0.6666667461395264,0.0,250
4,103.8354721069336,15.095686912536621,-636.5646362304688,-0.6666667461395264,0.0,249
5,103.8354721069336,15.094863891601562,-636.5646362304688,-0.6666667461395264,0.0,250
6,103.81790924072266,15.0923433303833,-636.5646362304688,-0.6666667461395264,0.0,250
7,103.8272705078125,15.091503143310547,-636.5646362304688,-0.6666667461395264,0.0,250
8,103.82258605957031,15.093111991882324,-636.5646362304688,-0.6666667461395264,0.0,250
9,103.8565444946289,15.09561538696289,-636.5646362304688,-0.6666667461395264,0.0,249
10,103.80970001220703,15.094256401062012,-636.5646362304688,-0.6666667461395264,0.0,251
11,103.81439971923828,15.092718124389648,-636.5646362304688,-0.6666667461395264,0.0,250
12,103.80619812011719,15.094542503356934,-636.5646362304688,-0.6666667461395264,0.0,250
13,103.80619812011719,15.097225189208984,-636.5646362304688,-0.6666667461395264,0.0,250
14,103.79682922363281,15.098369598388672,-636.5646362304688,-0.6666667461395264,0.0,250
15,103.8354721069336,15.09997844696045,-636.5646362304688,-0.6666667461395264,0.0,250
16,103.81087493896484,15.096831321716309,-636.5646362304688,-0.6666667461395264,0.0,250
17,103.79447937011719,15.096545219421387,-636.5646362304688,-0.6666667461395264,0.0,249
18,103.78160095214844,15.096831321716309,-636.5646362304688,-0.6666667461395264,0.0,250
19,103.78042602539062,15.097295761108398,-636.5646362304688,-0.6666667461395264,0.0,250
20,103.79447937011719,15.095848083496094,-636.5646362304688,-0.6666667461395264,0.0,250
21,103.7698974609375,15.099674224853516,-636.5646362304688,-0.6666667461395264,0.0,249
22,103.78277587890625,15.100264549255371,-636.5646362304688,-0.6666667461395264,0.0,250
23,103.78863525390625,15.097225189208984,-636.5646362304688,-0.6666667461395264,0.0,250
24,103.81555938720703,15.097689628601074,-636.5646362304688,-0.6666667461395264,0.0,250
