package_nr,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,total_runtime,time_delta
55,6.627082984778099e-05,0.0005490090523380786,0.0005463480076286941,6.929039741976338e-08,0,7.291386127471924,0
56,-0.0001279731819522567,-6.247474857445922e-06,-3.4102470453944986e-05,6.9576344685629e-11,0,7.296393632888794,69
57,-0.00013054591545369476,-5.996017762299743e-06,-3.411080651858356e-05,3.47881723428145e-11,0,7.296393632888794,61
58,-0.00013004744105273857,-3.0037028864171583e-07,0.00027215392619837073,1.8998980948481402e-07,0,7.296393632888794,140
59,-0.00013183228875277562,-6.247474857445922e-06,-3.4102470453944986e-05,6.943992256203123e-11,0,7.296393632888794,80
60,-0.00012540043535409494,-6.415102689061313e-06,-3.411080651858356e-05,3.465174709671448e-11,0,7.296393632888794,62
61,-0.00013210564356995745,-3.0037028864171583e-07,0.0002668181899935007,1.8998980948481402e-07,0,7.296393632888794,139
62,-0.00013054591545369476,-6.498931952592101e-06,-3.4102470453944986e-05,6.943992256203123e-11,0,7.296393632888794,79
63,-0.00012925954215461388,-6.079831473471131e-06,-3.411080651858356e-05,3.47881723428145e-11,0,7.296393632888794,62
0,-0.00012490197404986246,-3.0037028864171583e-07,0.00028015770076308396,1.8719583323445476e-07,0,7.296393632888794,140
1,-0.00013183228875277562,-5.7445606671535634e-06,-3.4102470453944986e-05,6.9576344685629e-11,0,7.296393632888794,80
2,-0.00012925954215461388,-5.912188498768955e-06,-3.411080651858356e-05,3.47881723428145e-11,0,7.296393632888794,62
3,-0.0001259310622117482,-3.0037028864171583e-07,0.0002774897671770304,2.0116567611694333e-07,0,7.296393632888794,139
4,-0.00013440503535093739,-6.247474857445922e-06,-3.4102470453944986e-05,6.9576344685629e-11,0,7.296393632888794,79
5,-0.00013569139555329456,-6.33128856861731e-06,-3.411080651858356e-05,3.47881723428145e-11,0,7.303396701812744,61
6,-0.00012901833979412912,-3.0037028864171583e-07,0.00027482191217131907,1.9837171265635332e-07,0,7.303396701812744,139
7,-0.0001279731819522567,-5.912188498768955e-06,-3.4102470453944986e-05,6.9576344685629e-11,0,7.303396701812744,80
8,-0.00013183228875277562,-6.079831473471131e-06,-3.411080651858356e-05,3.47881723428145e-11,0,7.315218210220337,62
9,-0.00012747470755130051,-3.0037028864171583e-07,0.00028015770076308396,2.0116567611694333e-07,0,7.315218210220337,139
10,-0.00013183228875277562,-6.33128856861731e-06,-3.4102470453944986e-05,6.943992256203123e-11,0,7.320223808288574,79
11,-0.00012925954215461388,-6.33128856861731e-06,-3.411080651858356e-05,3.465174709671448e-11,0,7.3252339363098145,61
12,-0.00012289200676605103,-3.129400738544063e-07,-0.0010756612638942896,7.487836398922809e-07,0,7.330234050750732,139
13,-0.0001279731819522567,-6.163645593915134e-06,-3.4102470453944986e-05,6.943992256203123e-11,0,7.335242509841919,80
14,-0.00012925954215461388,-6.33128856861731e-06,-3.411080651858356e-05,3.465174709671448e-11,0,7.340298175811768,62
15,-0.00013210564356995745,-3.0037028864171583e-07,0.0002668181899935007,1.9557773640599406e-07,0,7.345298767089844,139
16,-0.00013054591545369476,-6.163645593915134e-06,-3.4102470453944986e-05,6.943992256203123e-11,0,7.351297855377197,79
17,-0.0001331186620518565,-6.079831473471131e-06,-3.411080651858356e-05,3.47881723428145e-11,0,7.356306552886963,61
18,-0.00013210564356995745,-3.0037028864171583e-07,0.0002694860711926594,1.9278377294540403e-07,0,7.361310720443726,139
19,-0.00013054591545369476,-6.079831473471131e-06,-3.4102470453944986e-05,6.9576344685629e-11,0,7.367298126220703,80
20,-0.00013054591545369476,-6.247474857445922e-06,-3.411080651858356e-05,3.465174709671448e-11,0,7.372307062149048,62
21,-0.00012901833979412912,-3.0037028864171583e-07,0.00027482191217131907,2.0675361582789263e-07,0,7.37829852104187,139
22,-0.0001331186620518565,-6.163645593915134e-06,-3.4052454066113565e-05,2.78305378742516e-10,0,7.3833067417144775,80
23,-0.00013183228875277562,-6.247474857445922e-06,-3.411080651858356e-05,3.47881723428145e-11,0,7.3833067417144775,61
24,-0.00013004744105273857,-3.0037028864171583e-07,0.00026415028260089456,1.9837171265635332e-07,0,7.389306545257568,139
25,-0.0001266867955564521,-5.996017762299743e-06,-3.411080651858356e-05,3.465174709671448e-11,0,7.389306545257568,80
26,-0.00013054591545369476,-5.912188498768955e-06,-3.411080651858356e-05,3.47881723428145e-11,0,7.394306898117065,62
27,-0.000131076542311348,-3.0037028864171583e-07,0.0002668181899935007,1.9837171265635332e-07,0,7.394306898117065,139
28,-0.00012925954215461388,-6.247474857445922e-06,-3.411080651858356e-05,3.465174709671448e-11,0,7.394306898117065,79
29,-0.00013004744105273857,-3.0037028864171583e-07,0.00027482191217131907,1.9278377294540403e-07,0,7.400306701660156,139
30,-0.00013569139555329456,-5.912188498768955e-06,-3.411080651858356e-05,3.47881723428145e-11,0,7.400306701660156,79
31,-0.00012901833979412912,-3.0037028864171583e-07,0.0002668181899935007,1.8440186977386472e-07,0,7.406306266784668,139
32,-0.00012925954215461388,-6.163645593915134e-06,-3.411080651858356e-05,3.47881723428145e-11,0,7.406306266784668,79
33,-0.0001315910994890146,-3.0037028864171583e-07,0.0002668181899935007,1.8998980948481402e-07,0,7.406306266784668,139
34,-0.00012925954215461388,-6.079831473471131e-06,-3.4102470453944986e-05,6.9576344685629e-11,0,7.407299041748047,80
35,-0.00013569139555329456,-6.079831473471131e-06,-3.411080651858356e-05,3.47881723428145e-11,0,7.4082982540130615,62
36,-0.00012901833979412912,-3.0037028864171583e-07,0.00027215392619837073,1.8719583323445476e-07,0,7.4212095737457275,140
37,-0.00012925954215461388,-6.163645593915134e-06,-3.411080651858356e-05,3.465174709671448e-11,0,7.426210880279541,79
38,-0.00013416384608717634,-3.0037028864171583e-07,0.0002668181899935007,1.9837171265635332e-07,0,7.431219816207886,140
39,-0.0001331186620518565,-5.996017762299743e-06,-3.4102470453944986e-05,6.9576344685629e-11,0,7.43721079826355,80
40,-0.0001331186620518565,-6.163645593915134e-06,-3.411080651858356e-05,3.47881723428145e-11,0,7.442718267440796,62
41,-0.000131076542311348,-3.0037028864171583e-07,0.00027215392619837073,2.0395963957753337e-07,0,7.442718267440796,139
42,-0.00013440503535093739,-6.247474857445922e-06,-3.4102470453944986e-05,6.9576344685629e-11,0,7.448718070983887,80
43,-0.00013183228875277562,-6.079831473471131e-06,-3.411080651858356e-05,3.47881723428145e-11,0,7.448718070983887,62
44,-0.00013004744105273857,-3.0037028864171583e-07,0.0002668181899935007,2.0116567611694333e-07,0,7.448718070983887,140
45,-0.00012925954215461388,-6.415102689061313e-06,-3.411080651858356e-05,3.47881723428145e-11,0,7.448718070983887,79
46,-0.00013004744105273857,-3.0037028864171583e-07,0.00027482191217131907,1.8719583323445476e-07,0,7.448718070983887,139
47,-0.00012925954215461388,-6.079831473471131e-06,-3.38523655955214e-05,1.1130851240714888e-09,0,7.448718070983887,80
48,-0.00012925954215461388,-6.079831473471131e-06,-3.4102470453944986e-05,6.9576344685629e-11,0,7.453718185424805,61
49,-0.00013440503535093739,-6.163645593915134e-06,-3.4102470453944986e-05,6.9576344685629e-11,0,7.458719491958618,63
50,-0.00013569139555329456,-6.163645593915134e-06,-3.411080651858356e-05,3.47881723428145e-11,0,7.458719491958618,62
51,-0.00013416384608717634,-3.0037028864171583e-07,0.0002694860711926594,1.9278377294540403e-07,0,7.458719491958618,139
52,-0.00012925954215461388,-6.33128856861731e-06,-3.411080651858356e-05,3.465174709671448e-11,0,7.458719491958618,79
53,-0.00012906658812426028,-3.129400738544063e-07,-0.0010649897390976547,7.71135347577001e-07,0,7.458719491958618,139
54,-0.00012925954215461388,-6.415102689061313e-06,-3.411080651858356e-05,3.47881723428145e-11,0,7.458719491958618,79
55,-0.0001315910994890146,-3.0037028864171583e-07,0.00027215392619837073,1.9557773640599406e-07,0,7.464718580245972,139
56,-0.00013054591545369476,-5.912188498768955e-06,-3.411080651858356e-05,3.47881723428145e-11,0,7.4707183837890625,79
57,-0.00013004744105273857,-3.0037028864171583e-07,0.0002694860711926594,1.9557773640599406e-07,0,7.476718187332153,139
58,-0.00013569139555329456,-5.996017762299743e-06,-3.4102470453944986e-05,6.9576344685629e-11,0,7.487721681594849,80
59,-0.00013440503535093739,-6.079831473471131e-06,-3.411080651858356e-05,3.47881723428145e-11,0,7.492726802825928,62
60,-0.00012696016347035766,-3.0037028864171583e-07,0.00028015770076308396,1.9837171265635332e-07,0,7.49871826171875,140
