package_nr,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,total_runtime,time_delta
18,3215.6069297343493,-1.0703809039114276,-4.256813781466917,-0.14305115172419391,0,6.7050909996032715,0
19,-259.2459262814373,-11.581084891076898,-76.63860887987539,6.943992256203124e-05,0,6.710098505020142,67
20,-259.2459262814373,-11.832357813545968,-76.6469252994284,3.465174709671448e-05,0,6.748595952987671,62
21,-254.9303200794384,-0.36254391488910187,344.3547757342458,0.3883616500388598,0,6.753596305847168,139
22,-251.3545477995649,-11.916126095457003,-76.63860887987539,6.943992256203124e-05,0,6.753596305847168,79
23,-253.32738587167114,-11.916126095457003,-76.6469252994284,3.465174709671448e-05,0,6.753596305847168,61
24,-258.08689242694527,-0.36254391488910187,341.6867373744026,0.38556767378850054,0,6.753596305847168,139
25,-259.2459262814373,-11.832357813545968,-76.63860887987539,6.943992256203124e-05,0,6.753596305847168,80
26,-251.3545477995649,-11.916126095457003,-76.6469252994284,3.465174709671448e-05,0,6.753596305847168,62
27,-258.08689242694527,-0.36254391488910187,336.35081781540066,0.3799797468673205,0,6.753596305847168,139
28,-255.30022394377738,-11.748620636353735,-76.63860887987539,6.943992256203124e-05,0,6.753596305847168,79
29,-259.2459262814373,-11.832357813545968,-76.6469252994284,3.465174709671448e-05,0,6.753596305847168,61
30,-254.9303200794384,-0.36254391488910187,344.3547757342458,0.37718577061696124,0,6.753596305847168,139
31,-253.32738587167114,-11.748620636353735,-76.63860887987539,6.943992256203124e-05,0,6.753596305847168,80
32,-255.30022394377738,-11.999893558822805,-76.6469252994284,3.465174709671448e-05,0,6.759595632553101,62
33,-258.08689242694527,-0.36254391488910187,339.01880378834903,0.3799797468673205,0,6.764604568481445,139
34,-257.27308820933104,-12.08360044984147,-76.63860887987539,6.943992256203124e-05,0,6.764604568481445,79
35,-263.1916286190972,-11.748620636353735,-76.6469252994284,3.465174709671448e-05,0,6.764604568481445,61
36,-256.50860625319183,-0.36254391488910187,341.6867373744026,0.38277372311767976,0,6.775604724884033,139
37,-249.38168353401124,-11.916126095457003,-76.63860887987539,6.943992256203124e-05,0,6.781595706939697,80
38,-255.30022394377738,-11.916126095457003,-76.6469252994284,3.465174709671448e-05,0,6.781595706939697,62
39,-253.4260303946212,-0.37509835237869993,-808.7539114058018,-0.7465477835921774,0,6.781595706939697,140
40,-253.32738587167114,-11.581084891076898,-76.63860887987539,6.943992256203124e-05,0,6.781595706939697,79
41,-257.27308820933104,-11.748620636353735,-76.6469252994284,3.465174709671448e-05,0,6.781595706939697,61
42,-251.77377392537892,-0.36254391488910187,347.022814094089,0.3799797468673205,0,6.791595935821533,139
43,-253.32738587167114,-11.6648523544427,-76.63860887987539,6.943992256203124e-05,0,6.79659628868103,80
44,-253.32738587167114,-11.916126095457003,-76.6469252994284,3.465174709671448e-05,0,6.801604747772217,62
45,-254.9303200794384,-0.36254391488910187,347.022814094089,0.38277372311767976,0,6.807597398757935,139
46,-249.38168353401124,-11.916126095457003,-76.63860887987539,6.943992256203124e-05,0,6.807597398757935,79
47,-255.30022394377738,-11.916126095457003,-76.6469252994284,3.465174709671448e-05,0,6.807597398757935,61
48,-258.08689242694527,-0.36254391488910187,344.3547757342458,0.38277372311767976,0,6.807597398757935,139
49,-257.27308820933104,-11.748620636353735,-76.58860558876768,0.0002780325220053115,0,6.807597398757935,80
50,-253.32738587167114,-12.08360044984147,-76.6469252994284,3.465174709671448e-05,0,6.807597398757935,61
51,-248.61722777131945,-0.36254391488910187,347.022814094089,0.3715978436957812,0,6.807597398757935,139
52,-261.2187643535435,-11.748620636353735,-76.6469252994284,3.465174709671448e-05,0,6.807597398757935,79
53,-253.32738587167114,-11.497378000058234,-76.6469252994284,3.465174709671448e-05,0,6.807597398757935,61
54,-254.9303200794384,-0.36254391488910187,341.6867373744026,0.3883616500388598,0,6.807597398757935,139
55,-255.30022394377738,-11.748620636353735,-76.6469252994284,3.465174709671448e-05,0,6.807597398757935,79
56,-254.9303200794384,-0.36254391488910187,347.022814094089,0.3799797468673205,0,6.807597398757935,139
57,-261.2187643535435,-11.6648523544427,-76.6469252994284,3.465174709671448e-05,0,6.807597398757935,79
58,-262.8217247547582,-0.36254391488910187,341.6867373744026,0.38277372311767976,0,6.807597398757935,139
59,-255.30022394377738,-11.832357813545968,-76.6469252994284,3.465174709671448e-05,0,6.807597398757935,79
60,-258.8760224170983,-0.36254391488910187,347.022814094089,0.38556767378850054,0,6.807597398757935,140
61,-255.30022394377738,-11.748620636353735,-76.63860887987539,6.943992256203124e-05,0,6.808596849441528,80
62,-257.27308820933104,-11.748620636353735,-76.6469252994284,3.465174709671448e-05,0,6.808596849441528,62
63,-254.9303200794384,-0.36254391488910187,349.6907476801425,0.38556767378850054,0,6.8135986328125,139
0,-259.2459262814373,-12.08360044984147,-76.6469252994284,3.465174709671448e-05,0,6.8135986328125,79
1,-252.56293010897934,-0.36254391488910187,349.6907476801425,0.3883616500388598,0,6.818601369857788,139
2,-253.32738587167114,-11.832357813545968,-76.63860887987539,6.943992256203124e-05,0,6.823609352111816,79
3,-257.27308820933104,-11.916126095457003,-76.6469252994284,3.465174709671448e-05,0,6.829600811004639,61
4,-254.9303200794384,-0.36254391488910187,344.3547757342458,0.38556767378850054,0,6.841119050979614,139
5,-255.30022394377738,-11.6648523544427,-76.63860887987539,6.943992256203124e-05,0,6.847119092941284,80
6,-253.32738587167114,-11.748620636353735,-76.6469252994284,3.465174709671448e-05,0,6.853111028671265,62
7,-256.50860625319183,-0.36254391488910187,341.6867373744026,0.38277372311767976,0,6.865119695663452,139
8,-253.32738587167114,-11.916126095457003,-76.6469252994284,3.465174709671448e-05,0,6.8711113929748535,79
9,-254.9303200794384,-0.36254391488910187,349.6907476801425,0.3967435532103991,0,6.876111268997192,139
10,-255.30022394377738,-11.999893558822805,-84.65926512144506,0.0022239873942453414,0,6.876111268997192,81
11,-251.3545477995649,-11.581084891076898,-76.63860887987539,6.943992256203124e-05,0,6.881111145019531,62
12,-255.30022394377738,-11.581084891076898,-76.63860887987539,6.943992256203124e-05,0,6.887111186981201,62
13,-257.27308820933104,-11.748620636353735,-76.6469252994284,3.465174709671448e-05,0,6.893110752105713,61
14,-259.6651786006987,-0.36254391488910187,339.01880378834903,0.37718577061696124,0,6.925113916397095,139
15,-257.27308820933104,-11.748620636353735,-76.6469252994284,3.465174709671448e-05,0,6.930115461349487,79
16,-259.73914889618754,-0.37509835237869993,-851.4418441336602,-0.7800753962783347,0,6.935182094573975,139
17,-253.32738587167114,-11.832357813545968,-76.6469252994284,3.465174709671448e-05,0,6.94118332862854,79
18,-254.9303200794384,-0.36254391488910187,341.6867373744026,0.37439181994614046,0,6.947181463241577,140
19,-251.3545477995649,-12.08360044984147,-76.6469252994284,3.465174709671448e-05,0,6.952190399169922,79
20,-259.6651786006987,-0.36254391488910187,333.68277945555747,0.3883616500388598,0,6.964180946350098,140
21,-247.408845461905,-11.916126095457003,-76.63860887987539,6.943992256203124e-05,0,6.9701902866363525,79
22,-253.32738587167114,-11.916126095457003,-76.6469252994284,3.465174709671448e-05,0,6.9701902866363525,62
23,-256.50860625319183,-0.36254391488910187,347.022814094089,0.38556767378850054,0,6.976181507110596,139
24,-257.27308820933104,-11.748620636353735,-76.63860887987539,6.943992256203124e-05,0,6.981182336807251,80
25,-253.32738587167114,-11.6648523544427,-76.6469252994284,3.465174709671448e-05,0,6.993180990219116,62
26,-247.11291189305484,-0.37509835237869993,-798.0819151271135,-0.7577236374345375,0,6.9981818199157715,140
27,-257.27308820933104,-11.581084891076898,-76.6469252994284,3.465174709671448e-05,0,7.004181385040283,79
28,-254.9303200794384,-0.36254391488910187,344.3547757342458,0.38277372311767976,0,7.00918984413147,139
29,-263.1916286190972,-11.748620636353735,-76.6469252994284,3.465174709671448e-05,0,7.00918984413147,79
