package_nr,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,total_runtime,time_delta
1,-257.27308820933104,-9.604451224731747,546.5888825710863,-0.011263182386755943,0,6.904218435287476,0
2,-261.2187643535435,-9.487348506809212,-76.6469252994284,3.465174709671448e-05,0,6.904218435287476,57
3,-258.1115666544065,-0.3667184955702396,693.8625883776695,0.6202612439665245,0,6.90921950340271,140
4,-257.27308820933104,-9.403580224898178,-76.6469252994284,3.465174709671448e-05,0,6.915215492248535,79
5,-250.9846439352259,-0.36254391488910187,352.3587860399857,0.30454261832346674,0,6.915215492248535,139
6,-259.2459262814373,-9.65482286119368,-76.63860887987539,6.943992256203124e-05,0,6.9212119579315186,79
7,-259.2459262814373,-9.319812761532376,-76.6469252994284,3.465174709671448e-05,0,6.926212310791016,61
8,-254.9303200794384,-0.36254391488910187,347.022814094089,0.3101305452446468,0,6.932228326797485,139
9,-257.27308820933104,-9.822328320296947,-76.63860887987539,6.943992256203124e-05,0,6.943219900131226,80
10,-255.30022394377738,-9.487348506809212,-76.6469252994284,3.465174709671448e-05,0,6.954219102859497,62
11,-253.4260303946212,-0.37509835237869993,-830.0979039631784,-1.0818238592946727,0,6.959219932556152,140
12,-253.32738587167114,-9.403580224898178,-76.63860887987539,6.943992256203124e-05,0,6.959219932556152,80
13,-253.32738587167114,-9.571054579282645,-76.6469252994284,3.465174709671448e-05,0,6.964220285415649,62
14,-258.8760224170983,-0.36254391488910187,341.6867373744026,0.3017486420731075,0,6.969227075576782,139
15,-255.30022394377738,-9.487348506809212,-76.63860887987539,6.943992256203124e-05,0,6.969227075576782,80
16,-257.27308820933104,-9.571054579282645,-76.6469252994284,3.465174709671448e-05,0,6.9742350578308105,62
17,-262.8217247547582,-0.36254391488910187,336.35081781540066,0.307336594573826,0,6.979235410690308,140
18,-257.27308820933104,-9.738591143104713,-76.63860887987539,6.943992256203124e-05,0,6.979235410690308,80
19,-253.32738587167114,-9.571054579282645,-76.6469252994284,3.465174709671448e-05,0,6.979235410690308,62
20,-258.08689242694527,-0.36254391488910187,349.6907476801425,0.30454261832346674,0,6.979235410690308,139
21,-265.1644666912034,-9.65482286119368,-76.6469252994284,3.465174709671448e-05,0,6.979235410690308,79
22,-257.27308820933104,-9.487348506809212,-76.6469252994284,3.465174709671448e-05,0,6.979235410690308,62
23,-258.08689242694527,-0.36254391488910187,344.3547757342458,0.30454261832346674,0,6.979235410690308,139
24,-253.32738587167114,-9.65482286119368,-76.63860887987539,6.943992256203124e-05,0,6.979235410690308,80
25,-257.27308820933104,-9.571054579282645,-76.6469252994284,3.465174709671448e-05,0,6.979235410690308,62
26,-258.8760224170983,-0.36254391488910187,341.6867373744026,0.29336673890156817,0,6.979235410690308,139
27,-251.3545477995649,-9.571054579282645,-76.63860887987539,6.943992256203124e-05,0,6.979235410690308,79
28,-257.27308820933104,-9.571054579282645,-76.6469252994284,3.465174709671448e-05,0,6.979235410690308,61
29,-250.9846439352259,-0.36254391488910187,347.022814094089,0.3017486420731075,0,6.979235410690308,139
30,-253.32738587167114,-9.571054579282645,-76.63860887987539,6.943992256203124e-05,0,6.980227708816528,80
31,-259.2459262814373,-9.236105870513711,-76.6469252994284,3.465174709671448e-05,0,6.980227708816528,62
32,-253.4260303946212,-0.37509835237869993,-808.7539114058018,-1.0818238592946727,0,6.980227708816528,140
33,-259.2459262814373,-9.487348506809212,-76.63860887987539,6.943992256203124e-05,0,6.980227708816528,79
34,-253.32738587167114,-9.403580224898178,-76.6469252994284,3.465174709671448e-05,0,6.980227708816528,61
35,-254.9303200794384,-0.36254391488910187,344.3547757342458,0.3017486420731075,0,6.980227708816528,139
36,-245.43598119635135,-9.236105870513711,-76.6469252994284,3.465174709671448e-05,0,6.980227708816528,80
37,-247.11291189305484,-0.37509835237869993,-766.0659786779433,-1.0706480566113896,0,6.980227708816528,139
38,-259.2459262814373,-9.403580224898178,-76.6469252994284,3.465174709671448e-05,0,6.980227708816528,78
39,-256.50860625319183,-0.36254391488910187,347.022814094089,0.3017486420731075,0,6.980227708816528,139
40,-259.2459262814373,-9.236105870513711,-76.6469252994284,3.465174709671448e-05,0,6.980227708816528,79
41,-256.50860625319183,-0.36254391488910187,347.022814094089,0.3157184977453653,0,6.980227708816528,139
42,-263.1916286190972,-9.90609578366275,-76.6469252994284,3.465174709671448e-05,0,6.980227708816528,78
43,-244.67152543365955,-0.36254391488910187,360.36277015227824,0.3017486420731075,0,6.980227708816528,139
44,-253.32738587167114,-9.403580224898178,-76.63860887987539,6.943992256203124e-05,0,6.980227708816528,80
45,-255.30022394377738,-9.571054579282645,-76.6469252994284,3.465174709671448e-05,0,6.980227708816528,62
46,-262.8217247547582,-0.36254391488910187,341.6867373744026,0.307336594573826,0,6.980227708816528,139
47,-259.2459262814373,-9.319812761532376,-76.6469252994284,3.465174709671448e-05,0,6.980227708816528,79
48,-252.56293010897934,-0.36254391488910187,347.022814094089,0.307336594573826,0,6.980227708816528,139
49,-257.27308820933104,-9.65482286119368,-76.63860887987539,6.943992256203124e-05,0,6.980227708816528,79
50,-259.2459262814373,-9.319812761532376,-76.6469252994284,3.465174709671448e-05,0,6.9812352657318115,61
51,-254.9303200794384,-0.36254391488910187,349.6907476801425,0.30454261832346674,0,6.9812352657318115,139
52,-261.2187643535435,-9.571054579282645,-76.6469252994284,3.465174709671448e-05,0,6.9812352657318115,78
53,-260.4543085908517,-0.36254391488910187,336.35081781540066,0.2989546914022867,0,6.9812352657318115,139
54,-257.27308820933104,-9.571054579282645,-76.6469252994284,3.465174709671448e-05,0,6.9812352657318115,79
55,-260.4543085908517,-0.36254391488910187,336.35081781540066,0.31292452149500605,0,6.9812352657318115,139
56,-247.408845461905,-9.822328320296947,-76.6469252994284,3.465174709671448e-05,0,6.9812352657318115,79
57,-248.61722777131945,-0.36254391488910187,355.0267720129341,0.3101305452446468,0,6.9812352657318115,139
58,-263.1916286190972,-9.65482286119368,-76.63860887987539,6.943992256203124e-05,0,6.9812352657318115,80
59,-259.2459262814373,-9.738591143104713,-76.63860887987539,6.943992256203124e-05,0,6.9812352657318115,62
60,-259.2459262814373,-9.90609578366275,-76.6469252994284,3.465174709671448e-05,0,6.9812352657318115,61
61,-264.4000109285116,-0.36254391488910187,336.35081781540066,0.3101305452446468,0,6.9812352657318115,139
62,-259.2459262814373,-9.403580224898178,-70.11856214376166,4.092726157978177e-07,0,6.9812352657318115,139
63,-255.25399250909686,548.5120054800063,10.938445029751165,0.009604263784268596,0,6.9812352657318115,140
0,-261.2187643535435,-9.739480901771458,273.38611835148185,1.1388650023036462,0,6.9812352657318115,54
1,-259.2459262814373,-9.738591143104713,-76.6469252994284,3.465174709671448e-05,0,6.9812352657318115,58
2,-254.9303200794384,-0.36254391488910187,352.3587860399857,0.307336594573826,0,6.9812352657318115,139
3,-259.2459262814373,-9.487348506809212,-76.6469252994284,3.465174709671448e-05,0,6.9812352657318115,79
4,-260.4543085908517,-0.36254391488910187,339.01880378834903,0.31292452149500605,0,6.9812352657318115,139
5,-259.2459262814373,-9.403580224898178,-76.6469252994284,3.465174709671448e-05,0,6.9812352657318115,79
6,-260.4543085908517,-0.36254391488910187,344.3547757342458,0.30454261832346674,0,6.9812352657318115,139
7,-257.27308820933104,-9.571054579282645,-76.6469252994284,3.465174709671448e-05,0,6.9812352657318115,79
8,-256.50860625319183,-0.36254391488910187,349.6907476801425,0.307336594573826,0,6.9812352657318115,139
9,-261.2187643535435,-9.571054579282645,-76.63860887987539,6.943992256203124e-05,0,6.9812352657318115,80
10,-257.27308820933104,-9.571054579282645,-76.6469252994284,3.465174709671448e-05,0,6.9812352657318115,62
11,-259.6651786006987,-0.36254391488910187,341.6867373744026,0.31292452149500605,0,6.9812352657318115,139
12,-259.2459262814373,-9.738591143104713,-76.63860887987539,6.943992256203124e-05,0,6.9812352657318115,79
13,-255.30022394377738,-9.738591143104713,-76.6469252994284,3.465174709671448e-05,0,6.9812352657318115,61
14,-251.77377392537892,-0.36254391488910187,349.6907476801425,0.3101305452446468,0,6.98274827003479,139
15,-257.27308820933104,-9.487348506809212,-76.6469252994284,3.465174709671448e-05,0,6.98274827003479,79
16,-252.56293010897934,-0.36254391488910187,352.3587860399857,0.307336594573826,0,6.98274827003479,139
17,-255.30022394377738,-9.65482286119368,-76.6469252994284,3.465174709671448e-05,0,6.98274827003479,79
18,-252.56293010897934,-0.36254391488910187,344.3547757342458,0.3185124484161861,0,6.98274827003479,139
19,-255.30022394377738,-9.571054579282645,-76.6469252994284,3.465174709671448e-05,0,6.98274827003479,79
20,-258.8760224170983,-0.36254391488910187,347.022814094089,0.3185124484161861,0,6.98274827003479,139
21,-259.2459262814373,-9.738591143104713,-76.63860887987539,6.943992256203124e-05,0,6.98274827003479,80
22,-257.27308820933104,-9.487348506809212,-76.6469252994284,3.465174709671448e-05,0,6.98274827003479,62
23,-247.038941597566,-0.36254391488910187,357.69470559898764,0.32130642466654535,0,6.98274827003479,139
24,-255.30022394377738,-9.989863247028552,-76.63860887987539,6.943992256203124e-05,0,6.98274827003479,79
25,-259.2459262814373,-9.90609578366275,-76.6469252994284,3.465174709671448e-05,0,6.98274827003479,61
26,-258.08689242694527,-0.36254391488910187,344.3547757342458,0.3101305452446468,0,6.98274827003479,139
27,-259.2459262814373,-9.989863247028552,-76.6469252994284,3.465174709671448e-05,0,6.987755298614502,78
28,-256.50860625319183,-0.36254391488910187,352.3587860399857,0.307336594573826,0,6.987755298614502,139
29,-263.1916286190972,-9.738591143104713,-76.6469252994284,3.465174709671448e-05,0,6.992763996124268,79
30,-256.50860625319183,-0.36254391488910187,347.022814094089,0.3101305452446468,0,6.992763996124268,139
31,-259.2459262814373,-9.65482286119368,-76.6469252994284,3.465174709671448e-05,0,6.992763996124268,79
32,-256.50860625319183,-0.36254391488910187,344.3547757342458,0.3185124484161861,0,6.992763996124268,139
33,-259.2459262814373,-9.822328320296947,-76.63860887987539,6.943992256203124e-05,0,6.992763996124268,80
34,-251.3545477995649,-9.571054579282645,-76.6469252994284,3.465174709671448e-05,0,6.998763799667358,62
35,-251.3545477995649,-9.65482286119368,-76.63860887987539,6.943992256203124e-05,0,7.003763914108276,62
36,-255.30022394377738,-9.487348506809212,-76.63860887987539,6.943992256203124e-05,0,7.003763914108276,62
37,-257.27308820933104,-9.65482286119368,-76.6469252994284,3.465174709671448e-05,0,7.003763914108276,61
38,-254.91798296570778,-0.36042592910234816,178.93885960802436,0.1564621967986568,0,7.004755973815918,139
39,-257.27308820933104,-9.571054579282645,-76.6469252994284,3.465174709671448e-05,0,7.004755973815918,79
40,-254.9303200794384,-0.36254391488910187,349.6907476801425,0.3101305452446468,0,7.015682935714722,139
41,-257.27308820933104,-9.571054579282645,-76.6469252994284,3.465174709671448e-05,0,7.025913953781128,79
42,-252.56293010897934,-0.36254391488910187,349.6907476801425,0.31292452149500605,0,7.030917406082153,139
43,-257.27308820933104,-9.65482286119368,-76.6469252994284,3.465174709671448e-05,0,7.03705096244812,79
44,-254.9303200794384,-0.36254391488910187,360.36277015227824,0.3185124484161861,0,7.0420544147491455,139
45,-263.1916286190972,-9.738591143104713,-76.63860887987539,6.943992256203124e-05,0,7.0520548820495605,80
46,-259.2459262814373,-9.487348506809212,-76.6469252994284,3.465174709671448e-05,0,7.058054447174072,62
47,-250.26948424056172,-0.37509835237869993,-776.7379749566317,-1.0371204439252324,0,7.063054323196411,140
48,-255.30022394377738,-9.738591143104713,-76.63860887987539,6.943992256203124e-05,0,7.073056697845459,80
49,-259.2459262814373,-9.487348506809212,-76.6469252994284,3.465174709671448e-05,0,7.078056812286377,61
50,-251.77377392537892,-0.36254391488910187,344.3547757342458,0.3185124484161861,0,7.083057165145874,139
51,-251.3545477995649,-9.65482286119368,-76.6469252994284,3.465174709671448e-05,0,7.088562965393066,79
52,-250.9846439352259,-0.36254391488910187,352.3587860399857,0.31292452149500605,0,7.093571662902832,139
53,-257.27308820933104,-9.571054579282645,-76.6469252994284,3.465174709671448e-05,0,7.104563474655151,79
54,-258.8760224170983,-0.36254391488910187,349.6907476801425,0.307336594573826,0,7.104563474655151,139
55,-263.1916286190972,-9.90609578366275,-76.6469252994284,3.465174709671448e-05,0,7.114572525024414,79
56,-258.8760224170983,-0.36254391488910187,344.3547757342458,0.31292452149500605,0,7.114572525024414,139
57,-255.30022394377738,-9.65482286119368,-76.63860887987539,6.943992256203124e-05,0,7.125571966171265,79
58,-257.27308820933104,-9.822328320296947,-76.6469252994284,3.465174709671448e-05,0,7.137563705444336,62
59,-258.08689242694527,-0.36254391488910187,339.01880378834903,0.307336594573826,0,7.137563705444336,139
60,-257.27308820933104,-9.822328320296947,-76.63860887987539,6.943992256203124e-05,0,7.137563705444336,80
61,-263.1916286190972,-9.738591143104713,-76.6469252994284,3.465174709671448e-05,0,7.1425721645355225,61
62,-254.9303200794384,-0.36254391488910187,352.3587860399857,0.30454261832346674,0,7.148563623428345,139
38,-255.30022394377738,-9.403734111401718,68.48375051049516,0.28468348318710923,0,7.158572196960449,83
39,-253.32738587167114,-9.571054579282645,-76.6469252994284,3.465174709671448e-05,0,7.1645636558532715,58
40,49.452518214820884,-823.6728608608246,273.31696765031666,-0.5744398492879554,0,7.175567150115967,151
41,-257.27308820933104,-17.44367036735639,-0.08232518666773103,-0.7152546970701223,0,7.175567150115967,149
42,-259.2459262814373,-9.487348506809212,-134.2840085271746,0.00889663143155417,0,7.193089485168457,149
43,-259.2459262814373,-9.738591143104713,17.258207662962377,0.07117360141251083,0,7.199075698852539,54
44,-255.30022394377738,-9.65482286119368,-76.6469252994284,3.465174709671448e-05,0,7.209083557128906,59
45,-0.019758708269534964,569.9521803762764,-98.00030820770189,0.7599418950121617,0,7.210083961486816,149
46,-13.428967122308677,-2.4920097985159373,819.7831339202821,0.2861745912241531,0,7.216083765029907,150
47,-253.32738587167114,1.7855541045719292,-8.31180459499592,-1.1443717653492058,0,7.216083765029907,87
48,-257.27308820933104,-9.319812761532376,2.317444796062773,0.00889663143155417,0,7.217084169387817,54
49,-257.27308820933104,-9.236105870513711,-76.6469252994284,3.465174709671448e-05,0,7.224083423614502,70
50,-251.3545477995649,-9.487348506809212,2.317444796062773,0.008896358849597163,0,7.230075120925903,55
51,200.2151552005671,-0.3934235337510472,1092.7174938842654,-0.00223517424569053,0,7.236075401306152,53
52,-6465.435493737459,-1092.6137678325176,-4.444270871317713,0.037108338801772334,0,7.24107551574707,150
53,-255.30022394377738,-9.487348506809212,-76.6469252994284,3.465174709671448e-05,0,7.247075080871582,74
54,49.452518214820884,-823.6732799559832,-819.4950583856553,0.6068499430966767,0,7.2520751953125,150
55,-263.1916286190972,-67.89525577914901,-4.06490585191932,1.9099389257648536e-05,0,7.257075786590576,78
56,-255.30022394377738,-9.319812761532376,-134.2840085271746,0.00889567699502436,0,7.263075590133667,55
57,-255.30022394377738,-9.319812761532376,-76.6469252994284,3.465174709671448e-05,0,7.268075466156006,71
58,-253.32738587167114,-9.487348506809212,-544.0884560812265,0.008895267722408562,0,7.273078441619873,54
