packet_nr,EMG_CH1,EMG_CH2,EMG_CH3,EMG_CH4,EMG_CH5,stim_amp1,stim_freq1,stim_pw1,stim_amp2,stim_freq2,stim_pw2,total_runtime,time_offset
0,0.06771285572742473,1.1295881752933685,0.7709289396492144,0.00044482502866335,0.0,0,20,260,7,20,260,5.845879316329956,0
1,0.06766633507342905,1.12981979327742,0.7710674860087844,0.0004444713116077044,0.0,0,20,260,7,20,260,5.9587695598602295,250
2,0.06747402241873916,1.1299831991588387,0.7713808069335452,0.00044469239401934146,0.0,0,20,260,7,20,260,6.074647903442383,250
3,0.0675825857696408,1.130146605040257,0.7718149390711915,0.00044473028963191535,0.0,0,20,260,7,20,260,6.110889673233032,250
4,0.06766323268594635,1.1295157188821274,0.773528123924431,0.0004450586936025995,0.0,0,20,260,7,20,260,6.242685079574585,249
5,0.06758568310437517,1.1287823629875977,0.7760305985963593,0.00044545659753462513,0.0,0,20,260,7,20,260,6.382959604263306,250
6,0.06775628409943439,1.1279936794987104,0.7779846479631184,0.00044590505362170535,0.0,0,20,260,7,20,260,6.459598541259766,250
7,0.0677469819897346,1.1268596911880497,0.7789076335029677,0.00044635347270135145,0.0,0,20,260,7,20,260,6.54495096206665,250
8,0.06778420053403049,1.1266365618212149,0.7797396695726396,0.0004465113834228873,0.0,0,20,260,7,20,260,6.577916860580444,250
9,0.06776248382165148,1.1262784482823918,0.7809824182913871,0.00044619556197981564,0.0,0,20,260,7,20,260,6.62691068649292,249
10,0.06776248382165148,1.1256900810015698,0.782507944071161,0.0004461324272971486,0.0,0,20,260,7,20,260,6.708930730819702,250
11,0.06771285572742473,1.1249085218878463,0.7841848249275548,0.0004468145483234783,0.0,0,20,260,7,20,260,6.793107032775879,250
12,0.06763531625135026,1.1245262309482011,0.7858063023983656,0.0004468840112773857,0.0,0,20,260,7,20,260,6.893080949783325,250
13,0.06737166384280298,1.1243372076326825,0.7870127471202674,0.0004473513781633187,0.0,0,20,260,7,20,260,7.010037899017334,250
14,0.0674430086494087,1.1238455499551492,0.7884480813421154,0.00044757246057495575,0.0,0,20,260,7,20,260,7.125808477401733,249
15,0.06744921342437414,1.1228166840737686,0.7920789357740432,0.0004480587752671757,0.0,0,20,260,7,20,260,7.290514707565308,250
16,0.06775317665920333,1.121293280448299,0.7956977394011725,0.0004486145899207372,0.0,0,20,260,7,20,260,7.327590227127075,250
17,0.06780901458114386,1.1204150117312868,0.7984965577634284,0.00044902511338780943,0.0,0,20,260,7,20,260,7.392954587936401,250
18,0.06778729786876485,1.1197244020877406,0.8003169872002521,0.00044937250217221464,0.0,0,20,260,7,20,260,7.493188381195068,250
19,0.06761359953897125,1.1192440373027541,0.8015469272019496,0.00044947353246745553,0.0,0,20,260,7,20,260,7.59312891960144,249
20,0.06756707383222722,1.1190806314213357,0.8028315884682039,0.00044976407783299993,0.0,0,20,260,7,20,260,7.64362645149231,250
21,0.06746781764377374,1.1183715287188534,0.8047983707607879,0.00044995355589586933,0.0,0,20,260,7,20,260,7.710492849349976,250
22,0.06758879054460623,1.1178797952500947,0.8070721075152202,0.00045037673590542227,0.0,0,20,260,7,20,260,7.775647878646851,250
23,0.06765082313601549,1.1173284898783702,0.8093337176736289,0.0004506609529997263,0.0,0,20,260,7,20,260,7.857031345367432,250
24,0.06762911147638483,1.116734438255662,0.8106418742196789,0.00045083148325630873,0.0,0,20,260,7,20,260,7.910370588302612,249
25,0.06762911147638483,1.1163876934006112,0.8109736882033758,0.0004510525286605116,0.0,0,20,260,7,20,260,8.009307146072388,250
26,0.06773767482728646,1.116370640374953,0.812029535760909,0.00045136831309614916,0.0,0,20,260,7,20,260,8.157211065292358,250
27,0.06790206599463192,1.1158973999651305,0.8137596978485817,0.00045143148478625034,0.0,0,20,260,7,20,260,8.227415561676025,250
28,0.0677469819897346,1.1153034241336475,0.8146713904958839,0.0004515577911590185,0.0,0,20,260,7,20,260,8.325667142868042,250
29,0.06760119504178874,1.1149154488521162,0.8155573899178611,0.00045156411943025887,0.0,0,20,260,7,20,260,8.408613920211792,249
30,0.06767873451786321,1.1149396262529383,0.8161116511473665,0.00045145043259253725,0.0,0,20,260,7,20,260,8.474819421768188,249
31,0.06762291175416775,1.1149580435206492,0.8161662966206981,0.0004516209628491197,0.0,0,20,260,7,20,260,8.542015790939331,250
32,0.06751434840326612,1.1150234513479518,0.816631048413304,0.00045177887357065555,0.0,0,20,260,7,20,260,8.624575853347778,250
