timestamp,packet_nr,device_time_offset_us,raw_ch1_mv,raw_ch2_mv,rms_ch1_mv,rms_ch2_mv,norm_ch1,norm_ch2
1765483546.2351325,56,250,-0.0007521002771682106,-0.0006033353277719774,6.802461470284325e-07,1.4215922211092437e-06,0.22674871567614416,0.2369320368515406
1765483546.6402724,56,250,-0.0007507672611003121,-0.000605084702935225,6.397668869754801e-07,1.6606783576132419e-06,0.2132556289918267,0.27677972626887365
1765483547.0470226,56,250,-0.0007525315292393012,-0.0006021416159759004,6.41617229598453e-07,1.5253381111802136e-06,0.213872409866151,0.2542230185300356
1765483547.4485857,56,250,-0.0007535376577531375,-0.0006009891346063038,5.822720768217501e-07,1.5209104613685763e-06,0.1940906922739167,0.2534850768947627
1765483547.8492377,56,250,-0.0007514763638027944,-0.0006022318454294388,8.417714727132996e-07,1.6004820762125148e-06,0.28059049090443317,0.2667470127020858
1765483548.2549398,56,239,-0.0007532463920748947,-0.0006006885845029805,6.60631553749814e-07,1.454069522567108e-06,0.22021051791660465,0.24234492042785133
1765483548.646368,56,244,-0.0007515545803471468,-0.0006004945968622147,5.901952474866114e-07,1.5255618195070044e-06,0.1967317491622038,0.2542603032511674
1765483549.0495222,56,250,-0.0007520093276980333,-0.0005974790534916489,7.954690759987887e-07,2.0298090518033188e-06,0.2651563586662629,0.33830150863388647
1765483549.4502025,56,250,-0.0007532157724199351,-0.0006099938521704947,9.069180909101569e-07,4.795192531793125e-06,0.30230603030338565,0.7991987552988541
1765483549.8527973,56,250,-0.0007532463920748947,-0.0005689898140796382,9.85804281735595e-07,1.3742328564454025e-05,0.32860142724519836,2.290388094075671
1765483550.2458332,56,250,-0.0007532285811369851,-0.0005822990184848701,1.0733634549588567e-06,1.862518337879394e-05,0.35778781831961887,3.1041972297989897
1765483550.6491368,56,250,-0.0007531134542659856,-0.0006078103448696007,9.547582024862915e-07,1.6435992025869316e-05,0.31825273416209715,2.7393320043115525
1765483551.0512862,56,250,-0.000751676755802085,-0.0006118085593698197,8.96950706944505e-07,1.4832738410977188e-05,0.2989835689815017,2.472123068496198
1765483551.4561965,56,250,-0.0007503779215767281,-0.0005711903744061905,9.06095070203662e-07,1.2840100081682847e-05,0.3020316900678873,2.1400166802804743
1765483551.8454883,56,250,-0.0007528406058554538,-0.0005587132439662431,8.332981575510286e-07,1.2095562408937098e-05,0.27776605251700953,2.015927068156183
1765483552.2496374,56,250,-0.0007511055173381465,-0.0005670358405041043,9.45999792495785e-07,1.1010767792833458e-05,0.31533326416526164,1.835127965472243
1765483552.6509302,56,250,-0.0007511125659220852,-0.0005566256883563862,9.132541020601643e-07,1.1351101652554245e-05,0.30441803402005474,1.8918502754257074
1765483553.053358,56,243,-0.0007517790739560345,-0.0005618126503274349,1.0074652170280482e-06,1.2522983002383305e-05,0.3358217390093494,2.0871638337305507
1765483553.4451132,56,251,-0.0007531376316668078,-0.0005599673613687628,9.93598016592912e-07,1.1108253067800642e-05,0.33119933886430397,1.851375511300107
1765483553.850548,56,250,-0.0007526224787094785,-0.0005674934300259338,7.531443701277465e-07,1.218370870091618e-05,0.2510481233759155,2.030618116819363
1765483554.2501633,56,250,-0.0007528647832562759,-0.0005469168324149601,1.0574501959245215e-06,9.077310027802755e-06,0.3524833986415072,1.5128850046337925
1765483554.6525364,56,247,-0.0007517307949456153,-0.0005480679116468915,1.1397147339714194e-06,1.0539602094396173e-05,0.37990491132380644,1.7566003490660287
1765483555.0602117,56,250,-0.000752700695253831,-0.0005399804952806638,1.0601506598484474e-06,8.924882109149476e-06,0.3533835532828158,1.4874803515249126
1765483555.452769,56,250,-0.000751639845475438,-0.0005627114963620746,8.28718927125966e-07,1.0591852873362351e-05,0.276239642375322,1.7653088122270584
1765483555.8519626,56,250,-0.00075346451922087,-0.0005608533986863525,8.345765435806916e-07,1.2156421783313296e-05,0.27819218119356387,2.0260702972188827
1765483556.2538748,56,250,-0.0007523425059237828,-0.0005426400851623233,9.679200731330197e-07,9.015193527652248e-06,0.32264002437767325,1.5025322546087079
1765483556.6590757,56,243,-0.0007512455037309943,-0.0005669690684347491,1.037452983871969e-06,1.2479522284974923e-05,0.34581766129065633,2.0799203808291535
1765483557.0519438,56,250,-0.0007522281369650349,-0.0005483457243826706,1.0706096580863443e-06,9.445016172531943e-06,0.3568698860287814,1.5741693620886572
1765483557.4522939,56,244,-0.0007513548704688825,-0.0005463796621067255,1.0206535044621957e-06,1.2186530405933657e-05,0.3402178348207319,2.031088400988943
1765483557.8531988,56,250,-0.0007522153282479849,-0.0005635982536963032,1.0987508237802715e-06,1.363146829575466e-05,0.3662502745934238,2.2719113826257766
1765483558.2597847,56,250,-0.0007508269845857285,-0.0005102300898821946,1.4146712165585439e-06,1.790463901941707e-05,0.47155707218618126,2.984106503236178
1765483558.655642,56,250,-0.0007492935765185393,-0.000545136913387978,1.2121953100384313e-06,1.271131955187048e-05,0.40406510334614376,2.11855325864508
1765483559.0515378,56,250,-0.00075065076998726,-0.0005633864930132404,8.014241529728962e-07,5.820500638696598e-06,0.26714138432429874,0.9700834397827662
1765483559.451636,56,249,-0.0007507907563801078,-0.0005659558155457489,6.250061570729851e-07,2.376123016442596e-06,0.20833538569099502,0.39602050274043266
1765483559.8582773,56,250,-0.0007511907824664377,-0.0005656175972035271,7.908474171613122e-07,1.389014684256752e-06,0.2636158057204374,0.23150244737612533
1765483560.2657056,56,250,-0.0007501234904339071,-0.0005759069760339722,6.644232005489688e-07,1.5337846420445101e-06,0.22147440018298958,0.255630773674085
1765483560.6521308,56,251,-0.0007512511122816553,-0.0005784940337131653,5.253504259318866e-07,1.334163798110953e-06,0.1751168086439622,0.22236063301849218
1765483561.0654137,56,250,-0.0007506394013034878,-0.0005828546439564283,8.596913358906995e-07,3.191966389416142e-06,0.2865637786302332,0.5319943982360236
1765483561.4582694,56,250,-0.0007300421505836615,-0.0005785302998143985,1.6194527419980063e-05,3.842295557834887e-06,5.398175806660021,0.6403825929724811
1765483561.8669388,56,250,-0.0007873289481115838,-0.0006701938370194208,7.5069638771432625e-06,2.0908565152262244e-06,2.5023212923810876,0.3484760858710374
1765483562.2673507,56,250,-0.0007591637161870798,-0.0005863341812073486,7.2856409375013265e-06,4.105903032116969e-06,2.4285469791671086,0.6843171720194948
1765483562.6679072,56,243,-0.0006597019819309935,-0.0005736872405274577,3.449950712517402e-06,2.0977116472992883e-06,1.149983570839134,0.3496186078832147
1765483563.0580456,56,251,-0.0007245063594988702,-0.0005802007763122674,2.3040549716065424e-06,2.7608215295405946e-06,0.7680183238688475,0.4601369215900991
1765483563.4661372,56,260,-0.0006760067966145774,-0.0005785608436781331,2.5985955058063903e-06,3.8640821510053364e-06,0.8661985019354634,0.6440136918342227
1765483563.8690078,56,260,-0.0007175344762799796,-0.0004310379608796211,2.4362262247776254e-05,5.136478527131557e-06,8.120754082592084,0.8560797545219262
1765483564.2640257,56,257,-0.0007044491212582216,-0.0005101092786693092,1.854191584187251e-05,4.462947587359857e-06,6.180638613957504,0.7438245978933095
1765483564.671969,56,249,-0.0007194735189841595,-0.0004886942406301387,2.0512790667807596e-05,4.6361540445327815e-06,6.837596889269198,0.7726923407554636
1765483565.0640423,56,250,-0.0007569027881496974,-0.00046875569144807133,1.4118706888323207e-05,4.468030186726793e-06,4.7062356294410685,0.7446716977877987
1765483565.4722042,56,250,-0.000778954472480109,-0.0004515314534122202,6.967915782759541e-06,3.760689224238767e-06,2.3226385942531804,0.6267815373731278
1765483565.8685756,56,250,-0.0008807028279989026,-0.0004358568427657398,1.0119461319437553e-05,5.336279540607045e-06,3.3731537731458507,0.8893799234345074
1765483566.272189,56,251,-0.0008142009543613918,-0.00044644749171614723,2.5008078683704434e-05,9.115513943737276e-06,8.336026227901478,1.5192523239562126
1765483566.6635907,56,250,-0.0007615717549924739,-0.00046140371523506474,2.240754664776228e-05,7.124148270625185e-06,7.46918221592076,1.1873580451041974
1765483567.0660264,56,250,-0.0007673435599523751,-0.0004716440571428393,2.2314391455943036e-05,7.632935042223463e-06,7.438130485314345,1.272155840370577
1765483567.4685144,56,250,-0.0007806221825982599,-0.0004907803941023303,1.3611126918313885e-05,3.4463758779129556e-06,4.537042306104628,0.5743959796521593
1765483567.8717916,56,250,-0.0007639364412170835,-0.0005054353475012855,2.317178633166875e-06,2.6754538457792223e-06,0.7723928777222917,0.44590897429653703
1765483568.2644665,56,258,-0.000790645041585473,-0.00041347546660593554,7.352484926946689e-06,2.4945991645523537e-06,2.4508283089822296,0.4157665274253923
1765483568.6654763,56,250,-0.0007695568911003647,-0.0004495525824192252,2.567530506077968e-06,2.420239910384908e-06,0.8558435020259894,0.4033733183974847
1765483569.0686755,56,250,-0.0008356828402611427,-0.0004870656766797765,3.5183592905475136e-06,4.9520488751828004e-06,1.1727864301825046,0.8253414791971334
1765483569.470191,56,250,-0.0007853209353925195,-0.0005427608584795962,1.6921912402225955e-06,3.3820913590927343e-06,0.5640637467408651,0.5636818931821224
1765483569.8780057,56,250,-0.0007177526034259548,-0.0005498407062987098,2.2990073834192145e-06,3.354996327899044e-06,0.7663357944730715,0.5591660546498407
1765483570.2689762,56,250,-0.0007557623575848993,-0.0005486469945026329,2.6564108371324e-06,1.90783750483344e-06,0.8854702790441333,0.31797291747224
1765483570.6678889,56,249,-0.0007732132871751674,-0.0005480679116468915,4.209711941577843e-06,3.3470255465960406e-06,1.403237313859281,0.5578375910993401
1765483571.0681179,56,250,-0.0007562299136528358,-0.0005890115062356927,1.3476948270704056e-06,4.065619609827661e-06,0.44923160902346854,0.6776032683046102
1765483571.4637322,56,250,-0.0007786816240695771,-0.0006026716998045837,1.1085906353658844e-06,2.7609249366014526e-06,0.36953021178862816,0.4601541561002421
1765483571.8668926,56,250,-0.0007866248476299612,-0.0005981611745179786,7.619041267003046e-07,1.2511838456389342e-06,0.2539680422334349,0.20853064093982238
1765483572.2829416,56,250,-0.0007719698563353935,-0.0005989392093397328,7.026138942775923e-07,1.0340801723805417e-06,0.23420463142586412,0.17234669539675693
1765483572.670363,56,259,-0.0007663487243310859,-0.0005960202997812303,5.709724859911711e-07,1.132153563037755e-06,0.19032416199705704,0.18869226050629248
1765483573.077097,56,250,-0.0007613408949206738,-0.0005949821873703817,6.741023490375931e-07,1.1838050681151899e-06,0.22470078301253102,0.19730084468586498
1765483573.4833324,56,260,-0.0007625835678481963,-0.0005934694703076578,6.16363735175887e-07,1.2559108645193211e-06,0.20545457839196232,0.20931847741988685
1765483573.8821476,56,256,-0.000761837554819067,-0.0005945551796078993,5.550875453414776e-07,1.1862634740808544e-06,0.18502918178049255,0.19771057901347572
1765483574.2694168,56,250,-0.0007605102230930546,-0.000594373962788571,6.196821320556025e-07,8.525736983940886e-07,0.20656071068520082,0.14209561639901477
1765483574.676522,56,250,-0.0007594188294509271,-0.0005943306102077864,5.324491095138457e-07,1.090475287426323e-06,0.17748303650461522,0.18174588123772048
1765483575.0855823,56,250,-0.000763250833794397,-0.0005819259740746929,2.405265547004569e-06,2.0175961395400826e-06,0.8017551823348563,0.3362660232566804
1765483575.4852717,56,241,-0.0008654545429938784,-0.0005005809195305725,5.508661247173717e-06,2.336644460756632e-06,1.8362204157245723,0.38944074345943863
1765483575.886577,56,250,-0.0009199751881775834,-0.0005968217919871677,3.1761935134678585e-06,1.506264505827782e-05,1.0587311711559528,2.5104408430463034
1765483576.2783885,56,250,-0.000759267474374307,-0.0006401485279639019,1.6243898838348131e-06,1.264708541552198e-06,0.5414632946116044,0.21078475692536633
1765483576.699576,56,250,-0.0006784318884456297,-0.0006520103852380998,1.2444356122732957e-06,1.3470125227048842e-06,0.4148118707577652,0.22450208711748068
1765483577.0707932,56,250,-0.0006398089074840149,-0.0006801812257132648,1.6521027818438465e-06,1.1920870768220081e-06,0.5507009272812822,0.19868117947033467
1765483577.484938,56,251,-0.0006129425855760928,-0.000699920140808293,1.4406365400981582e-06,1.3505881559458488e-06,0.48021218003271937,0.2250980259909748
1765483577.874827,56,250,-0.0005972140115773072,-0.0007086711472463018,9.893367445555338e-07,1.1161973763055585e-06,0.32977891485184463,0.1860328960509264
1765483578.2839115,56,250,-0.0005874945069687479,-0.0007185555356651699,1.484484043426699e-06,1.23348703698108e-06,0.4948280144755663,0.20558117283018001
1765483578.6866064,56,250,-0.0005816431591180541,-0.0007201364648305267,1.3682326082859731e-06,1.0990611271121341e-06,0.45607753609532437,0.183176854518689
1765483579.0846994,56,250,-0.0005782176610106641,-0.00071491331254947,1.2678246768516066e-06,1.1098324416062647e-06,0.4226082256172022,0.18497207360104412
1765483579.4743996,56,250,-0.0005755737220169976,-0.0007276561670247853,1.2019454483641407e-06,1.1981188198443972e-06,0.4006484827880469,0.1996864699740662
1765483579.883608,56,250,-0.0005723535423385329,-0.0007277897111634957,1.069408727373613e-06,1.2946027678658852e-06,0.3564695757912043,0.21576712797764752
1765483580.286378,56,250,-0.0005695049670369675,-0.0007296897213867245,1.0670125291806528e-06,9.343899504396726e-07,0.35567084306021757,0.1557316584066121
1765483580.6864843,56,251,-0.0005683830295311054,-0.0007313417427212698,1.0977250315826237e-06,1.2025253798720539e-06,0.36590834386087456,0.2004208966453423
1765483581.0904095,56,250,-0.0005682011305907508,-0.000729393453487622,1.1058418758805914e-06,1.1760369722701325e-06,0.3686139586268638,0.19600616204502208
1765483581.4831607,56,250,-0.0005708805777733991,-0.0007288320678829526,1.25900299175023e-06,9.726527875171991e-07,0.41966766391674337,0.16210879791953317
1765483581.8853421,56,250,-0.0005698744492595628,-0.0007340247520915,9.759457944297501e-07,1.4292365975932908e-06,0.3253152648099167,0.23820609959888178
1765483582.2842538,56,250,-0.0005713055012771898,-0.0007326022265867019,1.053613934428651e-06,1.2772150220120345e-06,0.3512046448095503,0.2128691703353391
1765483582.68974,56,250,-0.0005739906328017241,-0.0007400316614318095,1.1160134672706292e-06,1.144993144637113e-06,0.3720044890902097,0.19083219077285216
1765483583.0817714,56,250,-0.0006003006092214491,-0.0006467274336804015,1.7467664583106051e-06,1.0395308213777111e-06,0.5822554861035351,0.1732551368962852
1765483583.485282,56,250,-0.0006188543011376169,-0.0006436586469741693,1.7457925979958378e-06,1.426423615568424e-06,0.5819308659986125,0.23773726926140398
1765483583.8842068,56,250,-0.000582219437698465,-0.0006666297546568482,1.3240981431045276e-06,1.5928482671961553e-06,0.44136604770150917,0.2654747111993592
1765483584.2900715,56,250,-0.0006102197858126601,-0.0006916096329708429,9.163631198328333e-07,1.3738283202612884e-06,0.3054543732776111,0.22897138671021472
1765483584.6974492,56,256,-0.0006254680329220719,-0.0006811468817128722,6.751961173438924e-07,1.1510177031729453e-06,0.22506537244796412,0.19183628386215754
1765483585.0889344,56,249,-0.0006419064296399787,-0.0006708631493287006,7.25206996037726e-07,1.1902700668552463e-06,0.24173566534590868,0.19837834447587438
1765483585.4891617,56,250,-0.0006567183845618274,-0.0006602917134538681,6.507491760167952e-07,9.99851843822515e-07,0.2169163920055984,0.16664197397041916
1765483585.889672,56,250,-0.0006674326868960634,-0.0006548397474640902,8.481882260145777e-07,8.50558701462303e-07,0.2827294086715259,0.1417597835770505
1765483586.296362,56,250,-0.0006752173552134385,-0.0006497252797998954,6.884984109225518e-07,8.565883589896482e-07,0.22949947030751724,0.1427647264982747
1765483586.6868205,56,250,-0.0006818694752534308,-0.0006439776522408162,7.025711505116029e-07,1.0264229093827988e-06,0.23419038350386764,0.1710704848971331
1765483587.0857024,56,250,-0.0006860347336138753,-0.0006411852761326978,6.095616296078926e-07,7.661457872693305e-07,0.2031872098692975,0.1276909645448884
1765483587.490211,56,250,-0.0006875026580625369,-0.0006373191657379115,7.980988384593355e-07,9.8793726450416e-07,0.26603294615311185,0.1646562107506933
1765483587.89748,56,250,-0.0006903881815863618,-0.0006365773970173905,7.159312196457671e-07,1.1582937234562598e-06,0.23864373988192236,0.19304895390937662
1765483588.2981431,56,251,-0.0006914682065447172,-0.000627013453898447,5.093018995563392e-07,2.8890012196585203e-06,0.16976729985211308,0.48150020327642007
1765483588.702105,56,256,-0.0006918014605616918,-0.0006400945646115966,6.576078034755509e-07,2.221452439362957e-06,0.21920260115851695,0.3702420732271595
1765483589.0895903,56,250,-0.000693420057965947,-0.0006344784348281488,6.958318449966922e-07,1.4014665750966855e-06,0.23194394833223073,0.23357776251611423
1765483589.4956696,56,251,-0.000695748515984936,-0.0006329713642116985,5.444856670042468e-07,1.2558042017981166e-06,0.18149522233474893,0.2093007002996861
1765483589.9031036,56,250,-0.0006970765298319748,-0.0006308667555761834,5.510064275761591e-07,1.693435239991039e-06,0.18366880919205303,0.28223920666517316
1765483590.3047636,56,250,-0.0006989495583790509,-0.0006293106480370625,5.439199400423013e-07,1.0454295675745625e-06,0.18130664668076707,0.17423826126242709
1765483590.6884112,56,250,-0.000698840797970964,-0.0006271818620007252,5.289963752355525e-07,9.021369284059895e-07,0.17633212507851748,0.1503561547343316
1765483591.0956109,56,250,-0.000699817064742092,-0.0006285389796782207,5.020439767355494e-07,1.1187440260961615e-06,0.16734799224518312,0.1864573376826936
1765483591.5050852,56,250,-0.0007017206371529028,-0.0006261266965642184,5.0579232879766e-07,1.1293232272364664e-06,0.16859744293255335,0.1882205378727444
1765483591.9025059,56,249,-0.0007035097648137404,-0.0006215131331070248,4.793468715897018e-07,1.3353356428472666e-06,0.1597822905299006,0.2225559404745444
1765483592.3034282,56,250,-0.0007037826132242723,-0.0006253848899480848,4.683702821021523e-07,1.7416546692459345e-06,0.1561234273673841,0.29027577820765577
1765483592.710462,56,250,-0.0007051468552769317,-0.0006267058173155723,6.096135107985428e-07,2.0821992067866103e-06,0.20320450359951425,0.3470332011311017
1765483593.10494,56,250,-0.0007064677447488066,-0.000625541209349952,4.748266201602651e-07,1.907333054822968e-06,0.1582755400534217,0.31788884247049465
1765483593.5017273,56,250,-0.0007069715290223636,-0.0006274589547198653,4.1712389134570035e-07,1.6079907842953415e-06,0.13904129711523344,0.26799846404922356
1765483593.9022639,56,243,-0.0007088395553485801,-0.0006244135875022039,4.738767919050191e-07,1.5730443368056866e-06,0.15795893063500635,0.2621740561342811
1765483594.3085375,56,258,-0.0007088090114848455,-0.000625421156049318,4.576971693942119e-07,1.5690660457792279e-06,0.15256572313140396,0.2615110076298713
1765483594.7018063,56,250,-0.0007108518123762527,-0.0006228575178586956,5.6117046904736e-07,9.614028830101644e-07,0.18705682301578666,0.16023381383502738
1765483595.1015117,56,251,-0.0007112766979844309,-0.0006233946502713176,4.619675084022316e-07,1.493821557509944e-06,0.15398916946741054,0.24897025958499067
1765483595.5005176,56,250,-0.0007115971432843556,-0.0006235453232269114,4.7603877509621444e-07,1.4654749302366797e-06,0.15867959169873813,0.24424582170611328
1765483595.907939,56,249,-0.0007135504347388633,-0.000623720097792102,4.7015062635184786e-07,2.044539832853631e-06,0.15671687545061594,0.34075663880893853
1765483596.302109,56,250,-0.0007140599033543064,-0.0006173088801612417,5.164543795046068e-07,1.563701791505618e-06,0.17215145983486893,0.26061696525093636
1765483596.7040606,56,250,-0.0007185946439373462,-0.0006208907355661116,1.5458426669221098e-06,1.9394656027910472e-06,0.5152808889740366,0.3232442671318412
1765483597.1013246,56,250,-0.0007327102290825375,-0.0006598753922541315,3.0092110099408655e-06,2.1952535542881545e-06,1.003070336646955,0.3658755923813591
1765483597.5102563,56,250,-0.0007071350106950073,-0.0006381334666608988,2.264578658418559e-06,1.761124568305604e-06,0.7548595528061863,0.2935207613842673
1765483597.9011874,56,250,-0.0007187892758035256,-0.0006109580302412118,2.4337572536995752e-06,1.8278045815661067e-06,0.8112524178998584,0.30463409692768445
1765483598.309724,56,250,-0.0007355168539409836,-0.0006678362751699751,2.619924778067496e-06,2.3076044568455403e-06,0.8733082593558319,0.38460074280759005
1765483598.701021,56,250,-0.0007087848340840234,-0.0006358121330170737,2.0620865596025362e-06,1.283971198858152e-06,0.6873621865341787,0.213995199809692
1765483599.1086516,56,250,-0.000656276445927991,-0.0006550138399082547,1.355695226971269e-06,1.3556085394632785e-06,0.451898408990423,0.22593475657721307
1765483599.5000286,56,250,-0.0006110326467023697,-0.0006873704781658793,1.185490288045912e-06,1.1903769141982343e-06,0.3951634293486373,0.19839615236637237
1765483599.915257,56,250,-0.000586705785584248,-0.0007066269063216168,1.4522663283098695e-06,1.2314158187152092e-06,0.4840887761032898,0.2052359697858682
1765483600.3147361,56,250,-0.0005688135994811697,-0.0007083456997255174,1.4315271461238866e-06,1.3974938738712397e-06,0.47717571537462883,0.23291564564520661
1765483600.7071903,56,250,-0.0005483194248275444,-0.0007240380455186823,2.4041912269266815e-06,1.4532156296602664e-06,0.8013970756422272,0.24220260494337773
1765483601.1161807,56,255,-0.000530499013014681,-0.000782869619797566,2.209503155605368e-06,3.1277666270403794e-06,0.7365010518684559,0.5212944378400632
1765483601.5172048,56,250,-0.0004966835831510252,-0.0007422571191758228,2.2731245644078574e-06,1.5667991141749237e-06,0.7577081881359524,0.2611331856958206
1765483601.9187987,56,250,-0.0004496335653432955,-0.0007645837740710704,3.975229433468302e-06,1.931673474279048e-06,1.3250764778227673,0.321945579046508
1765483602.3069692,56,250,-0.0004761055455067738,-0.0009540635043473837,2.232095814349549e-06,3.3460243999792157e-06,0.7440319381165162,0.5576707333298693
1765483602.7155373,56,250,-0.0005398248958954355,-0.0008345552184133945,2.3724820180854228e-06,3.2241340666174293e-06,0.7908273393618076,0.5373556777695715
1765483603.119244,56,250,-0.0006265359691800162,-0.0007655366213536278,4.142881427116497e-06,3.0929358362429033e-06,1.380960475705499,0.5154893060404838
1765483603.520308,56,250,-0.000524732968187891,-0.0008189949767256621,7.312884455099769e-07,6.712093734433072e-06,0.24376281516999232,1.1186822890721786
1765483603.9076364,56,250,-0.0005341803444025572,-0.0008281375206327842,3.0664225565835223e-06,2.651130421046802e-06,1.0221408521945075,0.441855070174467
1765483604.314882,56,250,-0.0005435047872500339,-0.0008295543617956961,1.5161356774067676e-06,1.1445619160282536e-06,0.5053785591355892,0.19076031933804224
1765483604.7197254,56,250,-0.0005572815098275896,-0.0008125781126485284,7.320469683240552e-07,6.685442991699283e-07,0.2440156561080184,0.1114240498616547
1765483605.1193485,56,250,-0.0005767922933349231,-0.0007947626272652997,8.756022880441654e-07,5.684356200020165e-07,0.29186742934805515,0.09473927000033609
1765483605.5246763,56,243,-0.0005952131232334068,-0.0007758856857738768,7.163989347726358e-07,5.696419272974348e-07,0.23879964492421193,0.09494032121623913
1765483605.9136994,56,250,-0.0006119897382935354,-0.0007612001506155744,7.109508317756031e-07,5.852727613391174e-07,0.23698361059186768,0.09754546022318623
1765483606.3189719,56,244,-0.0006265963747864589,-0.0007467626801371807,7.117466233707381e-07,1.5583836574475888e-06,0.2372488744569127,0.25973060957459815
1765483606.71983,56,251,-0.0006355399667275682,-0.0007381679552054266,1.0135649065430427e-06,3.850026744650232e-06,0.3378549688476809,0.6416711241083719
1765483607.1220336,56,250,-0.0006522441253764555,-0.0007274458463750003,8.578400987351831e-07,5.111538755395479e-06,0.28594669957839436,0.8519231258992465
1765483607.5135152,56,250,-0.0006614605657280966,-0.0007108425658467846,1.2071756597954279e-06,2.495386378313258e-06,0.40239188659847597,0.41589772971887634
1765483607.916643,56,244,-0.0006654857619044682,-0.000697875899883608,1.0797724281275004e-06,4.266024767522398e-06,0.3599241427091668,0.7110041279203997
1765483608.3197393,56,250,-0.0006893692443554755,-0.0007109570105967578,1.1826453851629297e-06,4.236088262681163e-06,0.3942151283876432,0.7060147104468605
1765483608.7213268,56,250,-0.000728375198377762,-0.0006910909178259317,1.9596326803352093e-06,4.035183262642109e-06,0.6532108934450698,0.6725305437736848
1765483609.1137843,56,250,-0.0007560054200439481,-0.0006800611724126308,8.432276231625562e-07,7.0778398806092725e-06,0.28107587438751874,1.1796399801015454
1765483609.520086,56,250,-0.0007805134221901729,-0.0006627033144468442,3.6500012838466983e-06,5.1690520993390505e-06,1.216667094615566,0.8615086832231751
1765483609.9207797,56,250,-0.000693432866682997,-0.00040616043861518847,4.256392330628984e-06,1.0133347228103869e-05,1.4187974435429946,1.6888912046839781
1765483610.3211467,56,250,-0.0007695682597841369,-0.0006812307068078857,3.073829852994207e-06,4.612894550596106e-06,1.024609950998069,0.7688157584326842
1765483610.7271655,56,250,-0.0007705687039560871,-0.0006731788744218647,3.5488773332567148e-06,5.351133446819474e-06,1.1829591110855715,0.8918555744699123
1765483611.1243675,56,250,-0.0007407863146606056,-0.0006739334518594357,2.6730629613731113e-06,5.728387045246441e-06,0.8910209871243704,0.9547311742077402
1765483611.5191886,56,249,-0.0007459284461219795,-0.0006727155626625366,2.403116497119001e-06,5.776017497960111e-06,0.8010388323730002,0.9626695829933517
1765483611.9238734,56,240,-0.0007473402850640317,-0.0006606043522576025,1.3323893359421352e-06,3.534727280106093e-06,0.4441297786473784,0.5891212133510155
1765483612.327727,56,250,-0.0007182911758718546,-0.0006795367729258336,8.792997301958473e-07,2.3654212340838863e-06,0.2930999100652824,0.39423687234731436
1765483612.7194915,56,250,-0.0007146056001753701,-0.000672310534355347,1.1130519452591955e-06,1.2808231888557533e-06,0.3710173150863985,0.21347053147595887
1765483613.1189458,56,250,-0.0007044491212582216,-0.0006731191509364484,9.067061041834777e-07,2.6008543928292424e-06,0.3022353680611592,0.43347573213820706
