"['packet_nr', 'EMG_CH1', 'EMG_CH2', 'EMG_CH3', 'EMG_CH4', 'EMG_CH5', 'stim_amp1', 'stim_freq1', 'stim_pw1', 'stim_amp2', 'stim_freq2', 'stim_pw2', 'total_runtime']"
51,-5.1882373487652105,-4.720548658772372,245.13467404813792,0.25672670118469737,0.0,7,20,260,7,20,260,25.800480604171753,250
52,-5.112881844377427,-4.662642737222071,242.3690404660232,0.25383028539682684,0.0,7,20,260,7,20,260,25.935243844985962,260
53,-5.025600993275463,-4.599761307870923,239.39674104246058,0.25071743087638865,0.0,7,20,260,7,20,260,26.16593313217163,240
54,-4.954968068903536,-4.545093460706785,236.2486723340536,0.2474204952280594,0.0,7,20,260,7,20,260,26.300824403762817,249
55,-4.861838513946822,-4.4876749099095425,232.95677847014088,0.24397293316726848,0.0,7,20,260,7,20,260,26.468663930892944,250
56,-4.786702979018855,-4.422227363559678,229.553764925071,0.24040899675722738,0.0,7,20,260,7,20,260,26.618664264678955,249
57,-4.766590621712929,-4.351200227776605,226.07280723161983,0.2367634303478772,0.0,7,20,260,7,20,260,26.770885705947876,251
58,-4.651699762024298,-4.279352684976178,222.54725725917345,0.2330711629644424,0.0,7,20,260,7,20,260,26.869752407073975,250
59,-4.6104571565752295,-4.212432249548001,219.01034968615033,0.22936700089941017,0.0,7,20,260,7,20,260,27.083125829696655,250
60,-4.526019343931965,-4.14563214825239,215.494911278493,0.2256853232432724,0.0,7,20,260,7,20,260,27.31877040863037,250
61,-4.468406001175618,-4.080210934090184,212.03307554520782,0.22205978304659,0.0,7,20,260,7,20,260,27.53635001182556,249
62,-4.443291184519345,-4.014991101517947,208.6560052783914,0.2185230167393858,0.0,7,20,260,7,20,260,27.719485998153687,250
63,-4.305017598989786,-3.9535480846689497,205.3936253996453,0.2151063643442997,0.0,7,20,260,7,20,260,27.836105346679688,250
0,-4.261788716742059,-3.8903321289971666,202.27436842815462,0.21183960290826553,0.0,7,20,260,7,20,260,28.051044940948486,250
1,-4.20187665385111,-3.8327170748428845,199.3249347590655,0.2087506954448413,0.0,7,20,260,7,20,260,28.236156225204468,250
2,-4.1090843304595746,-3.776700872219241,196.57006979539773,0.20586555752705168,0.0,7,20,260,7,20,260,28.33548140525818,250
3,-4.079581542305994,-3.7288371377709675,194.03235981398564,0.20320784350016027,0.0,7,20,260,7,20,260,28.53483009338379,250
4,-3.9909337876762985,-3.688143752989081,191.732048267409,0.20079875409681544,0.0,7,20,260,7,20,260,28.750538110733032,250
5,-3.9873053395415097,-3.649732785421226,189.68687403125043,0.1986568670352833,0.0,7,20,260,7,20,260,28.8528151512146,250
6,-3.9639988715448853,-3.6137875432218767,187.91193290110874,0.1967979919668794,0.0,7,20,260,7,20,260,29.051302433013916,249
7,-3.9196958936640653,-3.5859756917283816,186.4195634285064,0.19523505091324084,0.0,7,20,260,7,20,260,29.18453884124756,250
8,-3.888841319367625,-3.5569692107076536,185.21925796114604,0.19397798509982078,0.0,7,20,260,7,20,260,29.386425256729126,250
9,-3.855211071368082,-3.540954250196763,184.317599522949,0.19303368885108482,0.0,7,20,260,7,20,260,29.568294525146484,250
10,-3.906837211164997,-3.5313528256446727,183.71822493503322,0.1924059709675414,0.0,7,20,260,7,20,260,29.735658407211304,250
11,-3.8302765057377686,-3.5245062663032787,183.42181434239447,0.1920955437571561,0.0,7,20,260,7,20,260,29.83532977104187,251
12,-3.8578603538430203,-3.5245761927075066,183.4261070746487,0.19210003964612216,0.0,7,20,260,7,20,260,29.952356338500977,249
13,-3.8920222167292726,-3.520836331634806,183.7259435349032,0.1924140550485891,0.0,7,20,260,7,20,260,30.019944190979004,251
14,-3.910649391592737,-3.5286460773289816,184.313332580728,0.19302922093397085,0.0,7,20,260,7,20,260,30.086708784103394,250
15,-3.8829896184320525,-3.5543353103053503,185.17754363731603,0.19393429929598782,0.0,7,20,260,7,20,260,30.25322198867798,249
16,-3.902593480079351,-3.5843032837135365,186.3052225672273,0.19511530450170356,0.0,7,20,260,7,20,260,30.401056051254272,250
17,-3.9252293850134707,-3.608375725673504,187.6805301154752,0.19655564828345382,0.0,7,20,260,7,20,260,30.502834796905518,250
18,-3.963269188800976,-3.6366416603591656,189.2853015549103,0.1982363069336022,0.0,7,20,260,7,20,260,30.60287857055664,250
19,-4.007899604012836,-3.666546314239933,191.09922597654906,0.20013600907321777,0.0,7,20,260,7,20,260,30.752267599105835,250
20,-4.027431284760047,-3.705446696379189,193.10004350420022,0.20223144219266134,0.0,7,20,260,7,20,260,30.90013813972473,250
21,-4.10528010952039,-3.748704210054208,195.26375856385363,0.204497476006138,0.0,7,20,260,7,20,260,31.0686092376709,250
22,-4.12854059843075,-3.80121791756408,197.56486720703313,0.20690740052480242,0.0,7,20,260,7,20,260,31.269439697265625,250
23,-4.2448523429699705,-3.8444436708977276,199.97659637474484,0.20943317663511116,0.0,7,20,260,7,20,260,31.502293348312378,250
24,-4.290600379238695,-3.886268068052802,202.47115289565602,0.2120456968717224,0.0,7,20,260,7,20,260,31.55288290977478,249
25,-4.316894802801862,-3.931638493817629,205.01997993943604,0.2147150539980993,0.0,7,20,260,7,20,260,31.801321506500244,250
26,-4.373346050187864,-3.987767496271064,207.59401859428525,0.21741081495361628,0.0,7,20,260,7,20,260,31.986258506774902,250
27,-4.412327866950907,-4.040312132531977,210.163972206916,0.22010229769374925,0.0,7,20,260,7,20,260,32.252323389053345,258
28,-4.4787325440965855,-4.0886001974171515,212.70057111376312,0.22275884843999572,0.0,7,20,260,7,20,260,32.41688561439514,242
29,-4.53535955525373,-4.132322904541729,215.17483540394397,0.22535011686846954,0.0,7,20,260,7,20,260,32.79870104789734,250
30,-4.5668579392534365,-4.175335102641392,217.55833338721624,0.22784632680038933,0.0,7,20,260,7,20,260,33.05182981491089,249
31,-4.634476923065833,-4.220463097324128,219.8234334934698,0.23021854001348915,0.0,7,20,260,7,20,260,33.203200578689575,250
32,-4.712300955953366,-4.261556051649304,221.94354740352887,0.23243891087008192,0.0,7,20,260,7,20,260,33.320221185684204,250
33,-4.67825205281093,-4.298573600440791,223.8933623034481,0.23448092955428404,0.0,7,20,260,7,20,260,33.48569059371948,250
34,-4.753065246161555,-4.331878241724963,225.6490602651147,0.23631965182677026,0.0,7,20,260,7,20,260,33.549275159835815,250
35,-4.8164547447677695,-4.366424007947064,227.18852288370968,0.23793191333920952,0.0,7,20,260,7,20,260,33.73450183868408,250
36,-4.805878183305135,-4.395572958982987,228.49151944618274,0.23929652670092189,0.0,7,20,260,7,20,260,33.8665132522583,250
37,-4.8083500637528065,-4.4133477365412945,229.53987706297124,0.24039445965585016,0.0,7,20,260,7,20,260,34.10254430770874,249
38,-4.810318713205262,-4.424624264554216,230.31763136623704,0.2412089929070725,0.0,7,20,260,7,20,260,34.17015790939331,250
39,-4.81250375357693,-4.429450594628756,230.81115656029164,0.24172585631710192,0.0,7,20,260,7,20,260,34.369242668151855,250
