timestamp,packet_nr,device_time_offset_us,raw_ch1_uv,raw_ch2_uv,rms_ch1_uv,rms_ch2_uv,norm_ch1,norm_ch2
1765479024.0175624,22,250,-0.8955275916378014,-0.42168437630607514,0.0003243446049449755,0.002748835572403855,3.243446049449755e-07,2.49894142945805e-07
1765479024.413197,22,250,-0.8982617600850062,-0.41897010305547155,0.00032620838117761864,0.002739221143351898,3.2620838117761864e-07,2.4902010394108165e-07
1765479024.8036132,22,250,-0.8928303335172435,-0.4146102128288476,0.0003098547378784505,0.0028071240045030995,3.098547378784505e-07,2.5519309131846357e-07
1765479025.219278,22,258,-0.8964370863395743,-0.42704543072128825,0.00034875302589656884,0.0027168474815537783,3.487530258965688e-07,2.469861346867071e-07
1765479025.6202688,22,250,-0.8931870070227887,-0.43253438282893814,0.00037070317473081543,0.0027350380571464976,3.7070317473081545e-07,2.486398233769543e-07
1765479026.015727,22,250,-0.8942670319811441,-0.42962680405859527,0.0003364461994860678,0.002718698980327655,3.364461994860678e-07,2.471544527570595e-07
1765479026.416097,22,250,-0.8936602474326113,-0.4312731410512545,0.0003348264521532798,0.0027785736982075537,3.348264521532798e-07,2.525976089279594e-07
1765479026.8193028,22,250,-0.8930236011413702,-0.4324796615643815,0.0003194534792557623,0.0027546297476503225,3.1945347925576227e-07,2.504208861500293e-07
1765479027.2205386,22,250,-0.893290765210016,-0.4323354308629253,0.00031986460631444765,0.0028082796332013567,3.1986460631444763e-07,2.552981484728506e-07
1765479027.62029,22,250,-0.8921446503033318,-0.432853388095585,0.0003826229443261829,0.002795465842509607,3.826229443261829e-07,2.5413325840996424e-07
1765479028.02022,22,250,-0.8934357538237236,-0.4317257662478369,0.00033389208357173283,0.0028464439972076066,3.3389208357173286e-07,2.5876763610978244e-07
1765479028.4159243,22,250,-0.8936417543736752,-0.4330828839253324,0.00033189940760663044,0.0028076583717160535,3.3189940760663046e-07,2.5524167015600486e-07
1765479028.8182528,22,243,-0.8939330958431432,-0.4337884623358453,0.0003055759299825042,0.002823932408302758,3.055759299825042e-07,2.5672112802752344e-07
1765479029.2203948,22,250,-0.8942670319811441,-0.43466244884863653,0.00033818761237493157,0.0027493226080809287,3.3818761237493157e-07,2.4993841891644804e-07
1765479029.6165972,22,250,-0.8996806476109972,-0.43324560768572457,0.0018818577012450002,0.00275402128725409,1.8818577012450002e-06,2.503655715685536e-07
1765479030.0270913,22,251,-0.7422180109036466,-0.41158258075787063,0.00632248851625006,0.004585160909176699,6.3224885162500605e-06,4.1683280992515446e-07
1765479030.4193995,22,250,-0.8569593319407431,-0.8564768450014526,0.0049435998624514565,0.037119711220105094,4.943599862451457e-06,3.374519201827736e-06
1765479030.8215501,22,250,-0.8731056671725431,-0.6591819025440296,0.005725144380919469,0.00315213089843333,5.72514438091947e-06,2.8655735440303e-07
1765479031.2204533,22,250,-1.0070443750009872,-0.576715554719461,0.07435404368679009,0.0151327344873667,7.435404368679009e-05,1.3757031352151545e-06
1765479031.6335902,22,250,-0.8977344805316534,-0.5330868286061256,0.05618976763590093,0.012905067486817837,5.618976763590093e-05,1.173187953347076e-06
1765479032.0344253,22,250,-0.9610538048339852,-0.472326178169169,0.0710308070181214,0.011790962596192467,7.10308070181214e-05,1.0719056905629516e-06
1765479032.4361684,22,256,-0.7654825822100975,-0.4682732424043934,0.06788925588260598,0.01575374067963297,6.788925588260598e-05,1.4321582436029973e-06
1765479032.8359811,22,250,-0.7962050858623115,-0.4527734442187163,0.03113251280203815,0.008854028704241155,3.113251280203815e-05,8.049117003855595e-07
1765479033.2359622,22,250,-0.8199179622655114,-0.4332690650699078,0.049959244766777385,0.010753199963306698,4.995924476677738e-05,9.775636330278816e-07
1765479033.6361575,22,250,-0.7445578376064077,-0.4613013970811153,0.04691613758310933,0.007395984524412082,4.691613758310933e-05,6.723622294920075e-07
1765479034.0358567,22,250,-0.8218826224037912,-0.47204196107486496,0.05067828538196166,0.008002576360943498,5.067828538196166e-05,7.275069419039544e-07
1765479034.432829,22,250,-0.7649241524632089,-0.4850448931392748,0.054306697823261946,0.011919514291280714,5.430669782326195e-05,1.0835922082982466e-06
1765479034.8349364,22,250,-0.6663171158531137,-0.49731170292943716,0.0438757413945179,0.008426985992285228,4.38757413945179e-05,7.660896356622934e-07
1765479035.2387638,22,252,-0.7940648932465896,-0.4899064454851517,0.03427986581055536,0.00843843166157983,3.427986581055536e-05,7.671301510527118e-07
1765479035.6372972,22,251,-0.4747107595903799,-0.4782187185507306,0.020804407322677944,0.005275057776882718,2.0804407322677943e-05,4.79550706989338e-07
1765479036.0370278,22,251,0.44188368519826327,-0.47867062373067404,0.018446081801960803,0.005128246134335582,1.8446081801960804e-05,4.662041940305075e-07
1765479036.4361372,22,250,0.7368328169832239,-0.4968107608268232,0.018620116186266227,0.005677524913669698,1.8620116186266227e-05,5.16138628515427e-07
1765479036.835107,22,250,0.7646391774566533,-0.6148063296980885,0.001235645441373734,0.0031046199678650068,1.235645441373734e-06,2.822381788968188e-07
1765479037.2350037,22,250,0.7226318909185162,-0.6250828998114836,0.0012060297440640807,0.0015724066050819077,1.2060297440640807e-06,1.4294605500744616e-07
1765479037.636038,22,251,0.6562572707480285,-0.5873474340963488,0.0006757958244510468,0.0013282517045673933,6.757958244510468e-07,1.2075015496067213e-07
1765479038.0414326,22,250,0.6075566716390313,-0.5974967886383334,0.0008463267524547445,0.0013924287346809125,8.463267524547445e-07,1.265844304255375e-07
1765479038.4349675,22,244,0.5558789174150055,-0.6107477095914268,0.0006006726411943347,0.0014438952180717865,6.006726411943348e-07,1.3126320164288969e-07
1765479038.837089,22,251,0.49857506686142494,-0.6264159158793822,0.0003805737700530763,0.0013882435513396106,3.805737700530763e-07,1.2620395921269187e-07
1765479039.2349198,22,251,0.44589114622795023,-0.6448580431121324,0.0005949678535716638,0.001404604198553833,5.949678535716638e-07,1.2769129077762119e-07
1765479039.6371186,22,250,0.3947050875770704,-0.663795390209998,0.0006199570745905637,0.0015168769037500187,6.199570745905638e-07,1.378979003409108e-07
1765479040.0367477,22,250,0.34604143669033266,-0.6824549624676971,0.0005922919742418314,0.0014596317736784007,5.922919742418314e-07,1.3269379760712734e-07
1765479040.435961,22,250,0.30373143999895547,-0.509832185950169,0.049280493560859145,0.008782652384805224,4.9280493560859144e-05,7.984229440732022e-07
1765479040.8506012,22,241,0.2668002707650885,-0.6750966197917782,0.05184390844274392,0.009095283328433137,5.184390844274392e-05,8.26843938948467e-07
1765479041.2516875,22,249,0.14478871435130714,-0.6644526517144792,0.04966300623395106,0.01225146589351391,4.966300623395106e-05,1.1137696266830827e-06
1765479041.6511402,22,250,0.12514362879301189,-0.7002640055967883,0.045365610984823314,0.008844481971854513,4.536561098482331e-05,8.040438156231375e-07
1765479042.0340362,22,250,0.1341774691354658,-0.6911698164913105,0.0474222330601717,0.01061328275194368,4.74222330601717e-05,9.648438865403346e-07
1765479042.4508438,22,250,0.10352749768571812,-0.6825580385338981,0.016628027807111635,0.003217959946493141,1.6628027807111635e-05,2.9254181331755827e-07
1765479042.8537624,22,251,0.04140900955462712,-0.7530893526563887,0.003407943324284977,0.002313594057304094,3.407943324284977e-06,2.1032673248219037e-07
1765479043.252655,22,250,0.014051693142391741,-0.6644654604315292,0.0021999222566294096,0.0019789628417888586,2.1999222566294096e-06,1.7990571288989624e-07
1765479043.6497815,22,239,-0.01923012860061135,-0.6818339291688366,0.001818791809993877,0.002218243890826169,1.818791809993877e-06,2.0165853552965171e-07
1765479044.052612,22,250,-0.039602809920324944,-0.6934612883924274,0.002529639260181252,0.0021536907701565655,2.5296392601812523e-06,1.9579007001423322e-07
1765479044.4488063,22,250,-0.06218243697730941,-0.6977309112699004,0.0022031909900966794,0.002120988444604442,2.2031909900966796e-06,1.9281713132767655e-07
1765479044.8482695,22,250,-0.09929621569426672,-0.6967361514398362,0.002346332972522366,0.0022721060347980298,2.346332972522366e-06,2.0655509407254817e-07
1765479045.2530751,22,251,-0.12981899999431334,-0.7066447172595266,0.0025284076885091675,0.002237557686018349,2.5284076885091673e-06,2.034143350925772e-07
1765479045.6544616,22,250,-0.14098091583036876,-0.7039730765730686,0.0014478147476811932,0.0021151734438888846,1.4478147476811932e-06,1.922884948989895e-07
1765479046.0480127,22,250,-0.15941949034944022,-0.707905883245985,0.001994050513671003,0.002053181933736004,1.994050513671003e-06,1.8665290306690948e-07
1765479046.455417,22,251,-0.17336532209810684,-0.709955808512556,0.0019113928026657672,0.002049833465679085,1.911392802665767e-06,1.8634849687991683e-07
1765479046.8542278,22,250,-0.18688054600109658,-0.7116802862583427,0.0015877614344728692,0.002120234561961566,1.5877614344728692e-06,1.9274859654196055e-07
1765479047.2517893,22,250,-0.1895841705845669,-0.7121031255034419,0.0022091951697194995,0.002236213678681571,2.2091951697194995e-06,2.0329215260741555e-07
